"date","state","percent_positive","unweighted_ili","ILIp"
2020-05-03,"WV",0,0.463619,0
2020-05-03,"WI",0,3.34975,0
2020-05-03,"WY",NA,0.869565,NA
2020-05-10,"AL",0,1.10442,0
2020-05-10,"AK",NA,1.08581,NA
2020-05-10,"AZ",0,1.22038,0
2020-05-10,"AR",0,1.10803,0
2020-05-10,"CA",0.25,1.13358,2.83395e-05
2020-05-10,"CO",0,0.740088,0
2020-05-10,"CT",0,1.26434,0
2020-05-10,"DE",0,0,0
2020-05-10,"FL",NA,NA,NA
2020-05-10,"GA",0.45,1.5547,6.99615e-05
2020-05-10,"HI",0,0.246653,0
2020-05-10,"ID",4.76,3.09917,0.00147520492
2020-05-10,"IL",1.8,1.19327,0.0002147886
2020-05-10,"IN",0,0.104712,0
2020-05-10,"IA",0,0.518135,0
2020-05-10,"KS",0,1.07394,0
2020-05-10,"KY",0,0.630983,0
2020-05-10,"LA",0,2.21299,0
2020-05-10,"ME",0,0.561632,0
2020-05-10,"MD",0,2.21455,0
2020-05-10,"MA",0,1.72892,0
2020-05-10,"MI",0.31,0.330033,1.0231023e-05
2020-05-10,"MN",0,1.00996,0
2020-05-10,"MS",0,1.33956,0
2020-05-10,"MO",0,0.108578,0
2020-05-10,"MT",0,0.355366,0
2020-05-10,"NE",0,0.862397,0
2020-05-10,"NV",NA,0.637042,NA
2020-05-10,"NH",NA,0,NA
2020-05-10,"NJ",NA,2.32399,NA
2020-05-10,"NM",NA,1.09132,NA
2020-05-10,"NY",0,0.775521,0
2020-05-10,"NC",0.53,0.988118,5.2370254e-05
2020-05-10,"ND",0,0.719424,0
2020-05-10,"OH",0,1.06589,0
2020-05-10,"OK",1.05,1.17779,0.00012366795
2020-05-10,"OR",0,0.938921,0
2020-05-10,"PA",2.86,0.986198,0.000282052628
2020-05-10,"RI",NA,0,NA
2020-05-10,"SC",0,0.841603,0
2020-05-10,"SD",0,0.457938,0
2020-05-10,"TN",0,1.22752,0
2020-05-10,"TX",0.45,1.15489,5.197005e-05
2020-05-10,"UT",0,0.807726,0
2020-05-10,"VT",3.64,1.4789,0.0005383196
2020-05-10,"VA",0,1.21813,0
2020-05-10,"WA",0,0.620542,0
2020-05-10,"WV",0,0.976563,0
2020-05-10,"WI",0.27,3.65242,9.861534e-05
2020-05-10,"WY",NA,1.05441,NA
2020-05-17,"AL",0.46,1.03377,4.755342e-05
2020-05-17,"AK",0,0.472335,0
2020-05-17,"AZ",0,1.22465,0
2020-05-17,"AR",0,0.739881,0
2020-05-17,"CA",0,1.06059,0
2020-05-17,"CO",0,0.567261,0
2020-05-17,"CT",0.57,0.939783,5.3567631e-05
2020-05-17,"DE",NA,0,NA
2020-05-17,"FL",NA,NA,NA
2020-05-17,"GA",1.27,1.45709,0.00018505043
2020-05-17,"HI",0,0.515933,0
2020-05-17,"ID",0,0,0
2020-05-17,"IL",2.3,0.960461,0.00022090603
2020-05-17,"IN",0,0.110375,0
2020-05-17,"IA",0,0.450741,0
2020-05-17,"KS",0,0.687672,0
2020-05-17,"KY",0,0.453023,0
2020-05-17,"LA",0,2.24854,0
2020-05-17,"ME",0,0.465074,0
2020-05-17,"MD",0,2.10315,0
2020-05-17,"MA",0,1.28201,0
2020-05-17,"MI",0,0.130178,0
2020-05-17,"MN",0,0.438532,0
2020-05-17,"MS",0,1.18563,0
2020-05-17,"MO",0.63,0,0
2020-05-17,"MT",0,0.58936,0
2020-05-17,"NE",0,0.89739,0
2020-05-17,"NV",NA,0.74491,NA
2020-05-17,"NH",NA,0,NA
2020-05-17,"NJ",NA,1.62644,NA
2020-05-17,"NM",0,0.814859,0
2020-05-17,"NY",0,0.683416,0
2020-05-17,"NC",0,1.00803,0
2020-05-17,"ND",0,0.276352,0
2020-05-17,"OH",0,0.573301,0
2020-05-17,"OK",0,0.71599,0
2020-05-17,"OR",0,0.977417,0
2020-05-17,"PA",0,0.800918,0
2020-05-17,"RI",NA,0.297767,NA
2020-05-17,"SC",NA,0.895382,NA
2020-05-17,"SD",0,0.353357,0
2020-05-17,"TN",0,1.0639,0
2020-05-17,"TX",0.64,1.17085,7.49344e-05
2020-05-17,"UT",0,0.901256,0
2020-05-17,"VT",1.89,0.908403,0.000171688167
2020-05-17,"VA",0,1.0928,0
2020-05-17,"WA",0,0.573627,0
2020-05-17,"WV",0,0.49867,0
2020-05-17,"WI",0,4.00478,0
2020-05-17,"WY",NA,0.448248,NA
2020-05-24,"AL",0,0.884105,0
2020-05-24,"AK",NA,0.915332,NA
2020-05-24,"AZ",0,1.23994,0
2020-05-24,"AR",0,0.796367,0
2020-05-24,"CA",0,1.03612,0
2020-05-24,"CO",0.27,0.558847,1.5088869e-05
2020-05-24,"CT",0,0.843986,0
2020-05-24,"DE",NA,0,NA
2020-05-24,"FL",NA,NA,NA
2020-05-24,"GA",0,1.2442,0
2020-05-24,"HI",0,0.193573,0
2020-05-24,"ID",0,2.45203,0
2020-05-24,"IL",0,0.781639,0
2020-05-24,"IN",0,0.166205,0
2020-05-24,"IA",0,0.249066,0
2020-05-24,"KS",0,1.00177,0
2020-05-24,"KY",0,0.427497,0
2020-05-24,"LA",0,1.93257,0
2020-05-24,"ME",0,0.392017,0
2020-05-24,"MD",0,1.55177,0
2020-05-24,"MA",0,1.00017,0
2020-05-24,"MI",0.75,0.413177,3.0988275e-05
2020-05-24,"MN",0,0.490948,0
2020-05-24,"MS",NA,1.52781,NA
2020-05-24,"MO",0,0.148588,0
2020-05-24,"MT",0,0.476493,0
2020-05-24,"NE",0,0.658307,0
2020-05-24,"NV",NA,0.707325,NA
2020-05-24,"NH",NA,0,NA
2020-05-24,"NJ",NA,1.22251,NA
2020-05-24,"NM",0,0.694966,0
2020-05-24,"NY",0,0.481247,0
2020-05-24,"NC",0,0.846495,0
2020-05-24,"ND",0,0.417616,0
2020-05-24,"OH",0,0.533962,0
2020-05-24,"OK",0,0.858842,0
2020-05-24,"OR",0,0.720371,0
2020-05-24,"PA",0,0.602603,0
2020-05-24,"RI",NA,0.241896,NA
2020-05-24,"SC",NA,0.821094,NA
2020-05-24,"SD",0,0.486066,0
2020-05-24,"TN",0,0.983607,0
2020-05-24,"TX",0.18,1.17903,2.122254e-05
2020-05-24,"UT",0,0.961428,0
2020-05-24,"VT",2.5,0.393983,9.849575e-05
2020-05-24,"VA",0,0.80758,0
2020-05-24,"WA",0,0.628198,0
2020-05-24,"WV",0,0.753197,0
2020-05-24,"WI",0,0.870672,0
2020-05-24,"WY",NA,0.327715,NA
2020-05-31,"AL",1.42,0.880324,0.000125006008
2020-05-31,"AK",NA,0.621547,NA
2020-05-31,"AZ",0,1.17258,0
2020-05-31,"AR",0,0.909547,0
2020-05-31,"CA",0,0.841184,0
2020-05-31,"CO",0,0.318504,0
2020-05-31,"CT",0,0.595214,0
2020-05-31,"DE",NA,0,NA
2020-05-31,"FL",NA,NA,NA
2020-05-31,"GA",0.92,1.25305,0.0001152806
2020-05-31,"HI",0,0.3207,0
2020-05-31,"ID",0,0.35524,0
2020-05-31,"IL",0,0.64515,0
2020-05-31,"IN",0,0.254972,0
2020-05-31,"IA",0,0.411653,0
2020-05-31,"KS",0,0.731323,0
2020-05-31,"KY",0,0.706589,0
2020-05-31,"LA",0,2.06445,0
2020-05-31,"ME",0,0.350939,0
2020-05-31,"MD",0,1.15906,0
2020-05-31,"MA",0,0.970753,0
2020-05-31,"MI",0.43,0.319558,1.3740994e-05
2020-05-31,"MN",0,0.507005,0
2020-05-31,"MS",0,0.970874,0
2020-05-31,"MO",0.32,0.117509,3.760288e-06
2020-05-31,"MT",0,0.367085,0
2020-05-31,"NE",0,0.735886,0
2020-05-31,"NV",NA,0.706769,NA
2020-05-31,"NH",NA,0,NA
2020-05-31,"NJ",NA,1.08167,NA
2020-05-31,"NM",NA,0.478759,NA
2020-05-31,"NY",0,0.428651,0
2020-05-31,"NC",0.67,0.646061,4.3286087e-05
2020-05-31,"ND",0,0.786164,0
2020-05-31,"OH",0,0.583307,0
2020-05-31,"OK",0,0.811966,0
2020-05-31,"OR",0,0.932483,0
2020-05-31,"PA",0,0.55719,0
2020-05-31,"RI",NA,0.103282,NA
2020-05-31,"SC",0,0.694751,0
2020-05-31,"SD",0,0.374324,0
2020-05-31,"TN",0,1.08383,0
2020-05-31,"TX",0.18,1.29584,2.332512e-05
2020-05-31,"UT",7.1,0.853953,0.00060630663
2020-05-31,"VT",0,0.795455,0
2020-05-31,"VA",0,0.658515,0
2020-05-31,"WA",0,0.575196,0
2020-05-31,"WV",0,0.438296,0
2020-05-31,"WI",0,0.564045,0
2020-05-31,"WY",NA,0.314713,NA
2020-06-07,"AL",0,0.889157,0
2020-06-07,"AK",NA,0.67981,NA
2020-06-07,"AZ",0,1.49946,0
2020-06-07,"AR",0,0.74148,0
2020-06-07,"CA",0,0.86893,0
2020-06-07,"CO",0,0.360498,0
2020-06-07,"CT",0,0.52656,0
2020-06-07,"DE",NA,0,NA
2020-06-07,"FL",NA,NA,NA
2020-06-07,"GA",1.2,1.17565,0.000141078
2020-06-07,"HI",0,0.358551,0
2020-06-07,"ID",0,0.494234,0
2020-06-07,"IL",0,0.531636,0
2020-06-07,"IN",0.72,1.47262,0.00010602864
2020-06-07,"IA",0,0.390752,0
2020-06-07,"KS",0,0.669718,0
2020-06-07,"KY",0,0.37062,0
2020-06-07,"LA",0,2.14847,0
2020-06-07,"ME",0,0.313719,0
2020-06-07,"MD",0,0.856417,0
2020-06-07,"MA",0,0.826081,0
2020-06-07,"MI",0,0.328772,0
2020-06-07,"MN",0,0.515929,0
2020-06-07,"MS",NA,1.08153,NA
2020-06-07,"MO",0,0.110742,0
2020-06-07,"MT",0,0.450607,0
2020-06-07,"NE",0,0.556793,0
2020-06-07,"NV",NA,0.757843,NA
2020-06-07,"NH",NA,0.227964,NA
2020-06-07,"NJ",NA,0.992083,NA
2020-06-07,"NM",0,0.634465,0
2020-06-07,"NY",0.28,0.400707,1.1219796e-05
2020-06-07,"NC",0.87,0.66545,5.789415e-05
2020-06-07,"ND",0,0.332594,0
2020-06-07,"OH",0.41,0.509197,2.0877077e-05
2020-06-07,"OK",0,0.663102,0
2020-06-07,"OR",0,0.820596,0
2020-06-07,"PA",0,0.533628,0
2020-06-07,"RI",NA,0.157516,NA
2020-06-07,"SC",NA,0.625464,NA
2020-06-07,"SD",0,0.24359,0
2020-06-07,"TN",0,0.938235,0
2020-06-07,"TX",0.94,1.48445,0.0001395383
2020-06-07,"UT",0,0.817661,0
2020-06-07,"VT",0,0.623269,0
2020-06-07,"VA",0,0.514212,0
2020-06-07,"WA",0,0.571465,0
2020-06-07,"WV",0,0.577558,0
2020-06-07,"WI",0,0.570074,0
2020-06-07,"WY",NA,0.582121,NA
2020-06-14,"AL",0,0.960212,0
2020-06-14,"AK",NA,0.534581,NA
2020-06-14,"AZ",0,1.70539,0
2020-06-14,"AR",0,0.775343,0
2020-06-14,"CA",0,0.990463,0
2020-06-14,"CO",0,0.371897,0
2020-06-14,"CT",0,0.486972,0
2020-06-14,"DE",NA,0,NA
2020-06-14,"FL",NA,NA,NA
2020-06-14,"GA",0.49,1.4941,7.32109e-05
2020-06-14,"HI",NA,0.451745,NA
2020-06-14,"ID",0,0,0
2020-06-14,"IL",2.99,0.391549,0.000117073151
2020-06-14,"IN",1.61,1.07212,0.00017261132
2020-06-14,"IA",0,0.514635,0
2020-06-14,"KS",0,0.766837,0
2020-06-14,"KY",0,0.414365,0
2020-06-14,"LA",0,2.09871,0
2020-06-14,"ME",NA,0.312793,NA
2020-06-14,"MD",0,0.927906,0
2020-06-14,"MA",0,0.705581,0
2020-06-14,"MI",1.46,0.246236,3.5950456e-05
2020-06-14,"MN",0,0.503746,0
2020-06-14,"MS",NA,1.58215,NA
2020-06-14,"MO",0,0.631299,0
2020-06-14,"MT",0,0.456621,0
2020-06-14,"NE",0,0.561167,0
2020-06-14,"NV",NA,0.715373,NA
2020-06-14,"NH",NA,0.145455,NA
2020-06-14,"NJ",NA,1.05052,NA
2020-06-14,"NM",0,0.490309,0
2020-06-14,"NY",0,0.458804,0
2020-06-14,"NC",0,0.725484,0
2020-06-14,"ND",0,0.604915,0
2020-06-14,"OH",0.97,0.472494,4.5831918e-05
2020-06-14,"OK",0,0.565208,0
2020-06-14,"OR",0,0.787114,0
2020-06-14,"PA",0,0.521515,0
2020-06-14,"RI",NA,0.0972237,NA
2020-06-14,"SC",0,1.42261,0
2020-06-14,"SD",0,0.395101,0
2020-06-14,"TN",0,1.08451,0
2020-06-14,"TX",1.25,1.57013,0.00019626625
2020-06-14,"UT",0,0.777069,0
2020-06-14,"VT",0,0.366667,0
2020-06-14,"VA",0,0.562522,0
2020-06-14,"WA",0,0.447815,0
2020-06-14,"WV",0,0.637552,0
2020-06-14,"WI",0,0.680066,0
2020-06-14,"WY",NA,0.518711,NA
2020-06-21,"AL",0,1.07146,0
2020-06-21,"AK",NA,0.365085,NA
2020-06-21,"AZ",0,1.72102,0
2020-06-21,"AR",0,0.835599,0
2020-06-21,"CA",0,1.32841,0
2020-06-21,"CO",0,0.429439,0
2020-06-21,"CT",0,0.496269,0
2020-06-21,"DE",NA,0,NA
2020-06-21,"FL",NA,NA,NA
2020-06-21,"GA",0,1.86002,0
2020-06-21,"HI",NA,0.195084,NA
2020-06-21,"ID",NA,0.945626,NA
2020-06-21,"IL",1.72,0.637468,0.000109644496
2020-06-21,"IN",0.76,1.2506,9.50456e-05
2020-06-21,"IA",4,1.19495,0.00047798
2020-06-21,"KS",0,0.87116,0
2020-06-21,"KY",0,0.322034,0
2020-06-21,"LA",0,2.94648,0
2020-06-21,"ME",0,0.381308,0
2020-06-21,"MD",0,0.792794,0
2020-06-21,"MA",0,0.726951,0
2020-06-21,"MI",0,0.337672,0
2020-06-21,"MN",0,0.509536,0
2020-06-21,"MS",NA,1.7632,NA
2020-06-21,"MO",0,0.666763,0
2020-06-21,"MT",0,0.749362,0
2020-06-21,"NE",0,0.429705,0
2020-06-21,"NV",NA,0.946915,NA
2020-06-21,"NH",NA,0.225904,NA
2020-06-21,"NJ",NA,1.10434,NA
2020-06-21,"NM",NA,0.675194,NA
2020-06-21,"NY",0,0.360199,0
2020-06-21,"NC",0,0.76754,0
2020-06-21,"ND",0,0.442478,0
2020-06-21,"OH",0.28,0.5308,1.48624e-05
2020-06-21,"OK",0,0.689655,0
2020-06-21,"OR",0,0.766677,0
2020-06-21,"PA",0,0.650535,0
2020-06-21,"RI",NA,0.141758,NA
2020-06-21,"SC",NA,1.53917,NA
2020-06-21,"SD",0,0.467999,0
2020-06-21,"TN",0,1.26605,0
2020-06-21,"TX",1.52,2.00472,0.00030471744
2020-06-21,"UT",0,0.79546,0
2020-06-21,"VT",0,0.686275,0
2020-06-21,"VA",0,0.60672,0
2020-06-21,"WA",0,0.556953,0
2020-06-21,"WV",0,0.748789,0
2020-06-21,"WI",0,0.846938,0
2020-06-21,"WY",NA,0.357143,NA
2020-06-28,"AL",0,1.32833,0
2020-06-28,"AK",NA,0.578964,NA
2020-06-28,"AZ",0,1.93038,0
2020-06-28,"AR",0,0.9633,0
2020-06-28,"CA",0,1.53377,0
2020-06-28,"CO",0,0.513836,0
2020-06-28,"CT",0,0.526224,0
2020-06-28,"DE",NA,0,NA
2020-06-28,"FL",NA,NA,NA
2020-06-28,"GA",1.03,2.5755,0.0002652765
2020-06-28,"HI",0.45,0.507614,2.284263e-05
2020-06-28,"ID",0,1.59748,0
2020-06-28,"IL",4.08,0.633554,0.000258490032
2020-06-28,"IN",0,0.773481,0
2020-06-28,"IA",0,1.00091,0
2020-06-28,"KS",0,1.12174,0
2020-06-28,"KY",0,0.876319,0
2020-06-28,"LA",0,3.15963,0
2020-06-28,"ME",0,0.427723,0
2020-06-28,"MD",0,0.812195,0
2020-06-28,"MA",0,0.606551,0
2020-06-28,"MI",0,0.193155,0
2020-06-28,"MN",0,0.739125,0
2020-06-28,"MS",NA,1.29798,NA
2020-06-28,"MO",0,0.859484,0
2020-06-28,"MT",0,0.894484,0
2020-06-28,"NE",0,0.606824,0
2020-06-28,"NV",NA,0.937234,NA
2020-06-28,"NH",NA,0.0924214,NA
2020-06-28,"NJ",NA,1.13842,NA
2020-06-28,"NM",NA,0.834874,NA
2020-06-28,"NY",0,0.424689,0
2020-06-28,"NC",0.43,0.812578,3.4940854e-05
2020-06-28,"ND",0,0.900901,0
2020-06-28,"OH",0,0.456137,0
2020-06-28,"OK",0,0.60024,0
2020-06-28,"OR",0,1.041,0
2020-06-28,"PA",0,0.619916,0
2020-06-28,"RI",NA,0.298723,NA
2020-06-28,"SC",NA,1.92798,NA
2020-06-28,"SD",0,0.313123,0
2020-06-28,"TN",0,1.54598,0
2020-06-28,"TX",0.54,2.27468,0.00012283272
2020-06-28,"UT",0,0.868981,0
2020-06-28,"VT",NA,0.762829,NA
2020-06-28,"VA",0,0.683122,0
2020-06-28,"WA",0,0.680747,0
2020-06-28,"WV",0,0.66568,0
2020-06-28,"WI",0,0.844951,0
2020-06-28,"WY",NA,0.277393,NA
2020-07-05,"AL",0.53,1.61092,8.537876e-05
2020-07-05,"AK",NA,0.435035,NA
2020-07-05,"AZ",0,1.34525,0
2020-07-05,"AR",0,1.12642,0
2020-07-05,"CA",0,1.62184,0
2020-07-05,"CO",0,0.5427,0
2020-07-05,"CT",0,0.647955,0
2020-07-05,"DE",NA,0.73707,NA
2020-07-05,"FL",NA,NA,NA
2020-07-05,"GA",0,3.21593,0
2020-07-05,"HI",0.45,0.837776,3.769992e-05
2020-07-05,"ID",NA,1.60222,NA
2020-07-05,"IL",0,0.73029,0
2020-07-05,"IN",0.72,0.486486,3.5026992e-05
2020-07-05,"IA",0,0.740741,0
2020-07-05,"KS",0,1.60688,0
2020-07-05,"KY",0,0.813583,0
2020-07-05,"LA",0,4.01772,0
2020-07-05,"ME",0,0.303996,0
2020-07-05,"MD",0,1.0511,0
2020-07-05,"MA",0,0.626838,0
2020-07-05,"MI",0,0.318917,0
2020-07-05,"MN",0,0.73128,0
2020-07-05,"MS",NA,1.81535,NA
2020-07-05,"MO",0,0.942211,0
2020-07-05,"MT",0,0.775675,0
2020-07-05,"NE",0,0.756185,0
2020-07-05,"NV",NA,0.569763,NA
2020-07-05,"NH",NA,0.15456,NA
2020-07-05,"NJ",NA,1.1832,NA
2020-07-05,"NM",NA,0.851878,NA
2020-07-05,"NY",0,0.465711,0
2020-07-05,"NC",0.44,0.934659,4.1124996e-05
2020-07-05,"ND",0,0.817632,0
2020-07-05,"OH",0.48,0.714067,3.4275216e-05
2020-07-05,"OK",0,0.866885,0
2020-07-05,"OR",1.04,0.99722,0.00010371088
2020-07-05,"PA",0,0.649959,0
2020-07-05,"RI",NA,0.197981,NA
2020-07-05,"SC",NA,2.06196,NA
2020-07-05,"SD",0,0.521465,0
2020-07-05,"TN",0,1.6614,0
2020-07-05,"TX",0.46,2.00485,9.22231e-05
2020-07-05,"UT",0,0.959636,0
2020-07-05,"VT",NA,0.553506,NA
2020-07-05,"VA",0,0.781371,0
2020-07-05,"WA",0,0.654503,0
2020-07-05,"WV",0,0.610248,0
2020-07-05,"WI",0,0.859107,0
2020-07-05,"WY",NA,0.238284,NA
2020-07-12,"AL",0,1.59051,0
2020-07-12,"AK",NA,0.778463,NA
2020-07-12,"AZ",0,1.15437,0
2020-07-12,"AR",0,0.973474,0
2020-07-12,"CA",0,1.55256,0
2020-07-12,"CO",0,0.530223,0
2020-07-12,"CT",0,0.521928,0
2020-07-12,"DE",NA,0.496159,NA
2020-07-12,"FL",NA,NA,NA
2020-07-12,"GA",0,3.2584,0
2020-07-12,"HI",0,0.73501,0
2020-07-12,"ID",NA,2.04229,NA
2020-07-12,"IL",0,0.72909,0
2020-07-12,"IN",0,1.41807,0
2020-07-12,"IA",0,0.493039,0
2020-07-12,"KS",0,1.55072,0
2020-07-12,"KY",0,0.83804,0
2020-07-12,"LA",0,3.93503,0
2020-07-12,"ME",0,0.401138,0
2020-07-12,"MD",0,1.24085,0
2020-07-12,"MA",0,0.61946,0
2020-07-12,"MI",0,0.243383,0
2020-07-12,"MN",0,0.75188,0
2020-07-12,"MS",NA,1.66339,NA
2020-07-12,"MO",0.6,0.979337,5.876022e-05
2020-07-12,"MT",0,0.727525,0
2020-07-12,"NE",0,0.628705,0
2020-07-12,"NV",NA,0.702893,NA
2020-07-12,"NH",NA,0.141044,NA
2020-07-12,"NJ",NA,1.21134,NA
2020-07-12,"NM",0,0.860047,0
2020-07-12,"NY",0,0.509557,0
2020-07-12,"NC",0.6,0.873593,5.241558e-05
2020-07-12,"ND",0,0.748454,0
2020-07-12,"OH",0.55,0.876149,4.8188195e-05
2020-07-12,"OK",0,0.765607,0
2020-07-12,"OR",0,0.86192,0
2020-07-12,"PA",0,0.751893,0
2020-07-12,"RI",NA,0.297206,NA
2020-07-12,"SC",NA,2.02825,NA
2020-07-12,"SD",0,0.540281,0
2020-07-12,"TN",0,1.63107,0
2020-07-12,"TX",1.65,1.93511,0.00031929315
2020-07-12,"UT",1.77,0.729255,0.000129078135
2020-07-12,"VT",NA,0.648148,NA
2020-07-12,"VA",0,0.824413,0
2020-07-12,"WA",0,0.713747,0
2020-07-12,"WV",0,0.292038,0
2020-07-12,"WI",0,0.951118,0
2020-07-12,"WY",NA,0.0982318,NA
2020-07-19,"AL",0,1.22651,0
2020-07-19,"AK",0,1.05634,0
2020-07-19,"AZ",0,0.99031,0
2020-07-19,"AR",0,0.995451,0
2020-07-19,"CA",0,1.38562,0
2020-07-19,"CO",0,0.513099,0
2020-07-19,"CT",0,0.583885,0
2020-07-19,"DE",NA,0.531258,NA
2020-07-19,"FL",NA,NA,NA
2020-07-19,"GA",0,2.58262,0
2020-07-19,"HI",0,0.733333,0
2020-07-19,"ID",NA,1.63125,NA
2020-07-19,"IL",0,0.79817,0
2020-07-19,"IN",0,2.09314,0
2020-07-19,"IA",0,0.584975,0
2020-07-19,"KS",0,1.64727,0
2020-07-19,"KY",0,1.08625,0
2020-07-19,"LA",0,3.5285,0
2020-07-19,"ME",NA,0.333284,NA
2020-07-19,"MD",0,1.16259,0
2020-07-19,"MA",0,0.557166,0
2020-07-19,"MI",0,0.205677,0
2020-07-19,"MN",0,0.937335,0
2020-07-19,"MS",NA,1.76221,NA
2020-07-19,"MO",0,0.820637,0
2020-07-19,"MT",0,0.571882,0
2020-07-19,"NE",0,0.798687,0
2020-07-19,"NV",NA,0.572363,NA
2020-07-19,"NH",NA,0.402145,NA
2020-07-19,"NJ",NA,1.13751,NA
2020-07-19,"NM",NA,0.86274,NA
2020-07-19,"NY",0,0.523225,0
2020-07-19,"NC",0,0.833476,0
2020-07-19,"ND",0,0.60177,0
2020-07-19,"OH",0.78,0.7527,5.87106e-05
2020-07-19,"OK",0,0.468909,0
2020-07-19,"OR",0,0.890874,0
2020-07-19,"PA",0,0.643167,0
2020-07-19,"RI",NA,0.267099,NA
2020-07-19,"SC",NA,2.19718,NA
2020-07-19,"SD",0,0.512821,0
2020-07-19,"TN",0,1.34567,0
2020-07-19,"TX",1.11,1.75671,0.00019499481
2020-07-19,"UT",0,0.902472,0
2020-07-19,"VT",NA,0.62637,NA
2020-07-19,"VA",0,0.812116,0
2020-07-19,"WA",0,0.559879,0
2020-07-19,"WV",0,0.412214,0
2020-07-19,"WI",0,0.791232,0
2020-07-19,"WY",NA,0.0951022,NA
2020-07-26,"AL",0,1.15372,0
2020-07-26,"AK",NA,0.186916,NA
2020-07-26,"AZ",0,0.820199,0
2020-07-26,"AR",0,1.06354,0
2020-07-26,"CA",0,1.41639,0
2020-07-26,"CO",0,0.480116,0
2020-07-26,"CT",0,0.596689,0
2020-07-26,"DE",NA,0.595238,NA
2020-07-26,"FL",NA,NA,NA
2020-07-26,"GA",0,2.47365,0
2020-07-26,"HI",0.43,1.24352,5.347136e-05
2020-07-26,"ID",NA,1.20872,NA
2020-07-26,"IL",0,0.887013,0
2020-07-26,"IN",0,1.93072,0
2020-07-26,"IA",0,0.443038,0
2020-07-26,"KS",3.23,1.37757,0.00044495511
2020-07-26,"KY",0,1.12616,0
2020-07-26,"LA",0,3.23808,0
2020-07-26,"ME",0,0.298677,0
2020-07-26,"MD",0,1.15925,0
2020-07-26,"MA",0,0.650521,0
2020-07-26,"MI",0,0.381679,0
2020-07-26,"MN",0,0.672252,0
2020-07-26,"MS",NA,1.86114,NA
2020-07-26,"MO",0,0.914566,0
2020-07-26,"MT",0,0.787898,0
2020-07-26,"NE",0,0.83682,0
2020-07-26,"NV",NA,0.576734,NA
2020-07-26,"NH",NA,0.140252,NA
2020-07-26,"NJ",NA,1.4255,NA
2020-07-26,"NM",0,0.689533,0
2020-07-26,"NY",0,0.522652,0
2020-07-26,"NC",0.53,0.710903,3.7677859e-05
2020-07-26,"ND",0,0.853859,0
2020-07-26,"OH",0,0.635886,0
2020-07-26,"OK",0,0.880688,0
2020-07-26,"OR",0,0.955047,0
2020-07-26,"PA",0,0.806248,0
2020-07-26,"RI",NA,0.332795,NA
2020-07-26,"SC",NA,1.51173,NA
2020-07-26,"SD",0,0.302537,0
2020-07-26,"TN",0,1.28798,0
2020-07-26,"TX",0.63,1.29616,8.165808e-05
2020-07-26,"UT",0.83,0.779092,6.4664636e-05
2020-07-26,"VT",NA,0.637136,NA
2020-07-26,"VA",0,0.828274,0
2020-07-26,"WA",0,0.622084,0
2020-07-26,"WV",0,0.879489,0
2020-07-26,"WI",0,0.765992,0
2020-07-26,"WY",NA,0.268577,NA
2020-08-02,"AL",0,1.00162,0
2020-08-02,"AK",NA,0.201613,NA
2020-08-02,"AZ",0,0.695872,0
2020-08-02,"AR",0,0.867385,0
2020-08-02,"CA",0.79,1.18256,9.342224e-05
2020-08-02,"CO",0,0.457482,0
2020-08-02,"CT",0,0.523626,0
2020-08-02,"DE",NA,0.533944,NA
2020-08-02,"FL",NA,NA,NA
2020-08-02,"GA",0.93,2.20945,0.00020547885
2020-08-02,"HI",0.21,0.888681,1.8662301e-05
2020-08-02,"ID",NA,1.20442,NA
2020-08-02,"IL",0,0.990406,0
2020-08-02,"IN",0,2.08551,0
2020-08-02,"IA",0,0.625533,0
2020-08-02,"KS",0,0.973021,0
2020-08-02,"KY",0,0.900713,0
2020-08-02,"LA",0,2.85651,0
2020-08-02,"ME",0,0.484316,0
2020-08-02,"MD",0,1.13453,0
2020-08-02,"MA",0,0.659858,0
2020-08-02,"MI",0,0.263089,0
2020-08-02,"MN",0,0.766937,0
2020-08-02,"MS",0,1.75844,0
2020-08-02,"MO",0.25,1.00612,2.5153e-05
2020-08-02,"MT",0,0.657684,0
2020-08-02,"NE",0,1.07194,0
2020-08-02,"NV",NA,0.636312,NA
2020-08-02,"NH",NA,0.149254,NA
2020-08-02,"NJ",NA,1.49644,NA
2020-08-02,"NM",0,0.804388,0
2020-08-02,"NY",0,0.483196,0
2020-08-02,"NC",0,0.746064,0
2020-08-02,"ND",0,0.992811,0
2020-08-02,"OH",0.25,0.578902,1.447255e-05
2020-08-02,"OK",0,0.457529,0
2020-08-02,"OR",6.67,0.983552,0.000656029184
2020-08-02,"PA",NA,0.673072,NA
2020-08-02,"RI",NA,0.326892,NA
2020-08-02,"SC",NA,1.60523,NA
2020-08-02,"SD",0,0.517956,0
2020-08-02,"TN",0,1.31206,0
2020-08-02,"TX",0.62,1.29878,8.052436e-05
2020-08-02,"UT",0,0.680504,0
2020-08-02,"VT",0,0.767342,0
2020-08-02,"VA",0,0.765915,0
2020-08-02,"WA",0,0.492696,0
2020-08-02,"WV",0,0.66335,0
2020-08-02,"WI",0,0.716522,0
2020-08-02,"WY",NA,0.0453309,NA
2020-08-09,"AL",0,0.927704,0
2020-08-09,"AK",NA,0.195695,NA
2020-08-09,"AZ",0,0.468734,0
