"date","state","mask"
2020-02-04,"AL",0
2020-02-05,"AL",0
2020-02-06,"AL",0
2020-02-07,"AL",0
2020-02-08,"AL",0
2020-02-09,"AL",0
2020-02-10,"AL",0
2020-02-11,"AL",0
2020-02-12,"AL",0
2020-02-13,"AL",0
2020-02-14,"AL",0
2020-02-15,"AL",0
2020-02-16,"AL",0
2020-02-17,"AL",0
2020-02-18,"AL",0
2020-02-19,"AL",0
2020-02-20,"AL",0
2020-02-21,"AL",0
2020-02-22,"AL",0
2020-02-23,"AL",0
2020-02-24,"AL",0
2020-02-25,"AL",0
2020-02-26,"AL",0
2020-02-27,"AL",0
2020-02-28,"AL",0
2020-02-29,"AL",0
2020-03-01,"AL",0
2020-03-02,"AL",0
2020-03-03,"AL",0
2020-03-04,"AL",0
2020-03-05,"AL",0
2020-03-06,"AL",0
2020-03-07,"AL",0
2020-03-08,"AL",0
2020-03-09,"AL",0
2020-03-10,"AL",1e-04
2020-03-11,"AL",2e-04
2020-03-12,"AL",3e-04
2020-03-13,"AL",7e-04
2020-03-14,"AL",0.0016
2020-03-15,"AL",0.0034
2020-03-16,"AL",0.007
2020-03-17,"AL",0.0135
2020-03-18,"AL",0.024
2020-03-19,"AL",0.0398
2020-03-20,"AL",0.0614
2020-03-21,"AL",0.0879
2020-03-22,"AL",0.117
2020-03-23,"AL",0.1443
2020-03-24,"AL",0.165
2020-03-25,"AL",0.1747
2020-03-26,"AL",0.1844
2020-03-27,"AL",0.1941
2020-03-28,"AL",0.2037
2020-03-29,"AL",0.2133
2020-03-30,"AL",0.2229
2020-03-31,"AL",0.2325
2020-04-01,"AL",0.2421
2020-04-02,"AL",0.2517
2020-04-03,"AL",0.2612
2020-04-04,"AL",0.2707
2020-04-05,"AL",0.2803
2020-04-06,"AL",0.2898
2020-04-07,"AL",0.2993
2020-04-08,"AL",0.3088
2020-04-09,"AL",0.3181
2020-04-10,"AL",0.3272
2020-04-11,"AL",0.336
2020-04-12,"AL",0.3445
2020-04-13,"AL",0.3525
2020-04-14,"AL",0.36
2020-04-15,"AL",0.3669
2020-04-16,"AL",0.3731
2020-04-17,"AL",0.3785
2020-04-18,"AL",0.3829
2020-04-19,"AL",0.3867
2020-04-20,"AL",0.3899
2020-04-21,"AL",0.3928
2020-04-22,"AL",0.3955
2020-04-23,"AL",0.3982
2020-04-24,"AL",0.4011
2020-04-25,"AL",0.4044
2020-04-26,"AL",0.408
2020-04-27,"AL",0.4122
2020-04-28,"AL",0.4169
2020-04-29,"AL",0.4223
2020-04-30,"AL",0.4279
2020-05-01,"AL",0.4337
2020-05-02,"AL",0.4393
2020-05-03,"AL",0.4445
2020-05-04,"AL",0.4491
2020-05-05,"AL",0.4528
2020-05-06,"AL",0.4553
2020-05-07,"AL",0.4568
2020-05-08,"AL",0.4573
2020-05-09,"AL",0.457
2020-05-10,"AL",0.4556
2020-05-11,"AL",0.4535
2020-05-12,"AL",0.4506
2020-05-13,"AL",0.447
2020-05-14,"AL",0.4429
2020-05-15,"AL",0.4381
2020-05-16,"AL",0.4327
2020-05-17,"AL",0.4269
2020-05-18,"AL",0.4204
2020-05-19,"AL",0.4133
2020-05-20,"AL",0.4055
2020-05-21,"AL",0.3972
2020-05-22,"AL",0.3885
2020-05-23,"AL",0.3795
2020-05-24,"AL",0.3705
2020-05-25,"AL",0.3617
2020-05-26,"AL",0.3533
2020-05-27,"AL",0.3455
2020-05-28,"AL",0.3384
2020-05-29,"AL",0.3321
2020-05-30,"AL",0.3266
2020-05-31,"AL",0.3221
2020-06-01,"AL",0.3188
2020-06-02,"AL",0.3167
2020-06-03,"AL",0.3161
2020-06-04,"AL",0.3168
2020-06-05,"AL",0.3189
2020-06-06,"AL",0.3224
2020-06-07,"AL",0.3271
2020-06-08,"AL",0.3327
2020-06-09,"AL",0.3393
2020-06-10,"AL",0.3465
2020-06-11,"AL",0.3538
2020-06-12,"AL",0.3608
2020-06-13,"AL",0.3668
2020-06-14,"AL",0.3716
2020-06-15,"AL",0.3749
2020-06-16,"AL",0.3767
2020-06-17,"AL",0.3769
2020-06-18,"AL",0.3757
2020-06-19,"AL",0.3738
2020-06-20,"AL",0.3715
2020-06-21,"AL",0.3692
2020-06-22,"AL",0.3675
2020-06-23,"AL",0.3669
2020-06-24,"AL",0.368
2020-06-25,"AL",0.3707
2020-06-26,"AL",0.3749
2020-06-27,"AL",0.3806
2020-06-28,"AL",0.3879
2020-06-29,"AL",0.3966
2020-06-30,"AL",0.4066
2020-07-01,"AL",0.4176
2020-07-02,"AL",0.4297
2020-07-03,"AL",0.4426
2020-07-04,"AL",0.4563
2020-07-05,"AL",0.4704
2020-07-06,"AL",0.4851
2020-07-07,"AL",0.5004
2020-07-08,"AL",0.5164
2020-07-09,"AL",0.5329
2020-07-10,"AL",0.5495
2020-07-11,"AL",0.5661
2020-07-12,"AL",0.5822
2020-07-13,"AL",0.5973
2020-07-14,"AL",0.6111
2020-07-15,"AL",0.6229
2020-07-16,"AL",0.6327
2020-07-17,"AL",0.6405
2020-07-18,"AL",0.6461
2020-07-19,"AL",0.6497
2020-07-20,"AL",0.6514
2020-07-21,"AL",0.6514
2020-07-22,"AL",0.6501
2020-07-23,"AL",0.6477
2020-07-24,"AL",0.6445
2020-07-25,"AL",0.6408
2020-07-26,"AL",0.6369
2020-07-27,"AL",0.633
2020-07-28,"AL",0.6291
2020-07-29,"AL",0.6254
2020-07-30,"AL",0.6219
2020-07-31,"AL",0.6187
2020-08-01,"AL",0.6158
2020-08-02,"AL",0.6132
2020-08-03,"AL",0.6109
2020-08-04,"AL",0.6087
2020-08-05,"AL",0.6065
2020-08-06,"AL",0.6043
2020-08-07,"AL",0.6017
2020-08-08,"AL",0.5987
2020-08-09,"AL",0.5953
2020-08-10,"AL",0.5915
2020-08-11,"AL",0.5873
2020-08-12,"AL",0.5829
2020-08-13,"AL",0.5783
2020-08-14,"AL",0.574
2020-08-15,"AL",0.57
2020-08-16,"AL",0.5666
2020-08-17,"AL",0.5639
2020-08-18,"AL",0.5623
2020-08-19,"AL",0.5618
2020-08-20,"AL",0.5624
2020-08-21,"AL",0.5638
2020-08-22,"AL",0.5661
2020-08-23,"AL",0.5689
2020-08-24,"AL",0.5722
2020-08-25,"AL",0.5756
2020-08-26,"AL",0.5789
2020-08-27,"AL",0.5821
2020-08-28,"AL",0.5849
2020-08-29,"AL",0.5874
2020-08-30,"AL",0.5896
2020-08-31,"AL",0.5916
2020-09-01,"AL",0.5936
2020-09-02,"AL",0.5957
2020-09-03,"AL",0.5976
2020-09-04,"AL",0.5993
2020-09-05,"AL",0.6007
2020-09-06,"AL",0.6026
2020-09-07,"AL",0.6048
2020-09-08,"AL",0.6068
2020-09-09,"AL",0.6087
2020-09-10,"AL",0.6098
2020-09-11,"AL",0.6105
2020-09-12,"AL",0.6103
2020-09-13,"AL",0.6097
2020-09-14,"AL",0.6092
2020-09-15,"AL",0.6087
2020-09-16,"AL",0.6086
2020-09-17,"AL",0.6074
2020-09-18,"AL",0.6055
2020-09-19,"AL",0.6039
2020-09-20,"AL",0.6025
2020-09-21,"AL",0.6023
2020-09-22,"AL",0.6021
2020-09-23,"AL",0.603
2020-09-24,"AL",0.6033
2020-09-25,"AL",0.6032
2020-09-26,"AL",0.6031
2020-09-27,"AL",0.6027
2020-09-28,"AL",0.6033
2020-09-29,"AL",0.605
2020-09-30,"AL",0.6063
2020-10-01,"AL",0.6072
2020-10-02,"AL",0.607
2020-10-03,"AL",0.6062
2020-10-04,"AL",0.6048
2020-10-05,"AL",0.6039
2020-10-06,"AL",0.6035
2020-10-07,"AL",0.6033
2020-10-08,"AL",0.6029
2020-10-09,"AL",0.6012
2020-10-10,"AL",0.5986
2020-10-11,"AL",0.5965
2020-10-12,"AL",0.5941
2020-10-13,"AL",0.5922
2020-10-14,"AL",0.5912
2020-10-15,"AL",0.5907
2020-10-16,"AL",0.5904
2020-10-17,"AL",0.5899
2020-10-18,"AL",0.5887
2020-10-19,"AL",0.5883
2020-10-20,"AL",0.5893
2020-10-21,"AL",0.5905
2020-10-22,"AL",0.5911
2020-10-23,"AL",0.5924
2020-10-24,"AL",0.5942
2020-10-25,"AL",0.5945
2020-10-26,"AL",0.5941
2020-10-27,"AL",0.5933
2020-10-28,"AL",0.5912
2020-10-29,"AL",0.5894
2020-10-30,"AL",0.5867
2020-10-31,"AL",0.584
2020-11-01,"AL",0.5812
2020-11-02,"AL",0.5793
2020-11-03,"AL",0.5778
2020-11-04,"AL",0.576
2020-11-05,"AL",0.5753
2020-11-06,"AL",0.5757
2020-11-07,"AL",0.5765
2020-11-08,"AL",0.5799
2020-11-09,"AL",0.5849
2020-11-10,"AL",0.5906
2020-11-11,"AL",0.5962
2020-11-12,"AL",0.6025
2020-11-13,"AL",0.6083
2020-11-14,"AL",0.6134
2020-11-15,"AL",0.6191
2020-11-16,"AL",0.6256
2020-11-17,"AL",0.6314
2020-11-18,"AL",0.637
2020-11-19,"AL",0.6406
2020-11-20,"AL",0.6425
2020-11-21,"AL",0.6443
2020-11-22,"AL",0.6457
2020-11-23,"AL",0.6463
2020-11-24,"AL",0.6474
2020-11-25,"AL",0.6484
2020-11-26,"AL",0.649
2020-11-27,"AL",0.6481
2020-11-28,"AL",0.6475
2020-11-29,"AL",0.6474
2020-11-30,"AL",0.6485
2020-12-01,"AL",0.6504
2020-12-02,"AL",0.6523
2020-12-03,"AL",0.6544
2020-12-04,"AL",0.657
2020-12-05,"AL",0.6595
2020-12-06,"AL",0.6626
2020-12-07,"AL",0.6653
2020-12-08,"AL",0.6684
2020-12-09,"AL",0.6712
2020-12-10,"AL",0.6738
2020-12-11,"AL",0.6749
2020-12-12,"AL",0.6755
2020-12-13,"AL",0.6759
2020-12-14,"AL",0.6763
2020-12-15,"AL",0.676
2020-12-16,"AL",0.6754
2020-12-17,"AL",0.6742
2020-12-18,"AL",0.6737
2020-12-19,"AL",0.6735
2020-12-20,"AL",0.6734
2020-12-21,"AL",0.6734
2020-12-22,"AL",0.6744
2020-12-23,"AL",0.6756
2020-12-24,"AL",0.6768
2020-12-25,"AL",0.678
2020-12-26,"AL",0.6797
2020-12-27,"AL",0.6815
2020-12-28,"AL",0.6833
2020-12-29,"AL",0.6851
2020-12-30,"AL",0.6864
2020-12-31,"AL",0.6878
2020-02-04,"AK",0
2020-02-05,"AK",0
2020-02-06,"AK",0
2020-02-07,"AK",0
2020-02-08,"AK",0
2020-02-09,"AK",0
2020-02-10,"AK",0
2020-02-11,"AK",0
2020-02-12,"AK",0
2020-02-13,"AK",0
2020-02-14,"AK",0
2020-02-15,"AK",0
2020-02-16,"AK",0
2020-02-17,"AK",0
2020-02-18,"AK",0
2020-02-19,"AK",0
2020-02-20,"AK",0
2020-02-21,"AK",0
2020-02-22,"AK",0
2020-02-23,"AK",0
2020-02-24,"AK",0
2020-02-25,"AK",0
2020-02-26,"AK",0
2020-02-27,"AK",0
2020-02-28,"AK",0
2020-02-29,"AK",0
2020-03-01,"AK",0
2020-03-02,"AK",0
2020-03-03,"AK",0
2020-03-04,"AK",0
2020-03-05,"AK",0
2020-03-06,"AK",0
2020-03-07,"AK",0
2020-03-08,"AK",0
2020-03-09,"AK",0
2020-03-10,"AK",1e-04
2020-03-11,"AK",2e-04
2020-03-12,"AK",3e-04
2020-03-13,"AK",7e-04
2020-03-14,"AK",0.0016
2020-03-15,"AK",0.0035
2020-03-16,"AK",0.0072
2020-03-17,"AK",0.0138
2020-03-18,"AK",0.0246
2020-03-19,"AK",0.0408
2020-03-20,"AK",0.063
2020-03-21,"AK",0.0903
2020-03-22,"AK",0.1201
2020-03-23,"AK",0.1481
2020-03-24,"AK",0.1694
2020-03-25,"AK",0.1793
2020-03-26,"AK",0.1892
2020-03-27,"AK",0.199
2020-03-28,"AK",0.2088
2020-03-29,"AK",0.2187
2020-03-30,"AK",0.2284
2020-03-31,"AK",0.2382
2020-04-01,"AK",0.248
2020-04-02,"AK",0.2577
2020-04-03,"AK",0.2674
2020-04-04,"AK",0.2772
2020-04-05,"AK",0.2869
2020-04-06,"AK",0.2966
2020-04-07,"AK",0.3063
2020-04-08,"AK",0.3159
2020-04-09,"AK",0.3254
2020-04-10,"AK",0.3347
2020-04-11,"AK",0.3437
2020-04-12,"AK",0.3524
2020-04-13,"AK",0.3607
2020-04-14,"AK",0.3687
2020-04-15,"AK",0.3762
2020-04-16,"AK",0.3833
2020-04-17,"AK",0.3899
2020-04-18,"AK",0.3959
2020-04-19,"AK",0.4015
2020-04-20,"AK",0.4067
2020-04-21,"AK",0.4114
2020-04-22,"AK",0.4158
2020-04-23,"AK",0.4198
2020-04-24,"AK",0.4233
2020-04-25,"AK",0.4262
2020-04-26,"AK",0.4286
2020-04-27,"AK",0.4305
2020-04-28,"AK",0.432
2020-04-29,"AK",0.433
2020-04-30,"AK",0.4338
2020-05-01,"AK",0.4344
2020-05-02,"AK",0.4351
2020-05-03,"AK",0.4358
2020-05-04,"AK",0.4367
2020-05-05,"AK",0.4378
2020-05-06,"AK",0.4393
2020-05-07,"AK",0.441
2020-05-08,"AK",0.4428
2020-05-09,"AK",0.4445
2020-05-10,"AK",0.446
2020-05-11,"AK",0.4471
2020-05-12,"AK",0.4476
2020-05-13,"AK",0.4472
2020-05-14,"AK",0.446
2020-05-15,"AK",0.4439
2020-05-16,"AK",0.4411
2020-05-17,"AK",0.4375
2020-05-18,"AK",0.4335
2020-05-19,"AK",0.4292
2020-05-20,"AK",0.4249
2020-05-21,"AK",0.4207
2020-05-22,"AK",0.4169
2020-05-23,"AK",0.4135
2020-05-24,"AK",0.4107
2020-05-25,"AK",0.4086
2020-05-26,"AK",0.4073
2020-05-27,"AK",0.4068
2020-05-28,"AK",0.407
2020-05-29,"AK",0.4079
2020-05-30,"AK",0.4093
2020-05-31,"AK",0.4113
2020-06-01,"AK",0.4136
2020-06-02,"AK",0.4164
2020-06-03,"AK",0.4195
2020-06-04,"AK",0.4229
2020-06-05,"AK",0.4266
2020-06-06,"AK",0.4303
2020-06-07,"AK",0.4342
2020-06-08,"AK",0.4382
2020-06-09,"AK",0.4423
2020-06-10,"AK",0.4466
2020-06-11,"AK",0.451
2020-06-12,"AK",0.4555
2020-06-13,"AK",0.4602
2020-06-14,"AK",0.4649
2020-06-15,"AK",0.4696
2020-06-16,"AK",0.4741
2020-06-17,"AK",0.4783
2020-06-18,"AK",0.4822
2020-06-19,"AK",0.4856
2020-06-20,"AK",0.4885
2020-06-21,"AK",0.4907
2020-06-22,"AK",0.4923
2020-06-23,"AK",0.4934
2020-06-24,"AK",0.4939
2020-06-25,"AK",0.494
2020-06-26,"AK",0.494
2020-06-27,"AK",0.4939
2020-06-28,"AK",0.4941
2020-06-29,"AK",0.4947
2020-06-30,"AK",0.496
2020-07-01,"AK",0.498
2020-07-02,"AK",0.5008
2020-07-03,"AK",0.5045
2020-07-04,"AK",0.5089
2020-07-05,"AK",0.514
2020-07-06,"AK",0.5199
2020-07-07,"AK",0.5263
2020-07-08,"AK",0.5331
2020-07-09,"AK",0.5403
2020-07-10,"AK",0.5478
2020-07-11,"AK",0.5554
2020-07-12,"AK",0.5628
2020-07-13,"AK",0.5701
2020-07-14,"AK",0.5771
2020-07-15,"AK",0.5836
2020-07-16,"AK",0.5895
2020-07-17,"AK",0.5948
2020-07-18,"AK",0.5992
2020-07-19,"AK",0.6028
2020-07-20,"AK",0.6055
2020-07-21,"AK",0.6072
2020-07-22,"AK",0.6078
2020-07-23,"AK",0.6077
2020-07-24,"AK",0.6068
2020-07-25,"AK",0.6055
2020-07-26,"AK",0.6038
2020-07-27,"AK",0.6018
2020-07-28,"AK",0.5998
2020-07-29,"AK",0.5977
2020-07-30,"AK",0.5955
2020-07-31,"AK",0.5933
2020-08-01,"AK",0.5911
2020-08-02,"AK",0.5886
2020-08-03,"AK",0.5859
2020-08-04,"AK",0.5827
2020-08-05,"AK",0.5789
2020-08-06,"AK",0.5743
2020-08-07,"AK",0.5691
2020-08-08,"AK",0.5631
2020-08-09,"AK",0.5566
2020-08-10,"AK",0.55
2020-08-11,"AK",0.5433
2020-08-12,"AK",0.537
2020-08-13,"AK",0.5313
2020-08-14,"AK",0.5266
2020-08-15,"AK",0.5231
2020-08-16,"AK",0.5209
2020-08-17,"AK",0.5202
2020-08-18,"AK",0.521
2020-08-19,"AK",0.5235
2020-08-20,"AK",0.5272
2020-08-21,"AK",0.5318
2020-08-22,"AK",0.5369
2020-08-23,"AK",0.5422
2020-08-24,"AK",0.5472
2020-08-25,"AK",0.5516
2020-08-26,"AK",0.5548
2020-08-27,"AK",0.5569
2020-08-28,"AK",0.5576
2020-08-29,"AK",0.557
2020-08-30,"AK",0.5548
2020-08-31,"AK",0.5512
2020-09-01,"AK",0.5466
2020-09-02,"AK",0.541
2020-09-03,"AK",0.5348
2020-09-04,"AK",0.5282
2020-09-05,"AK",0.5226
2020-09-06,"AK",0.517
2020-09-07,"AK",0.5112
2020-09-08,"AK",0.506
2020-09-09,"AK",0.5016
2020-09-10,"AK",0.4976
2020-09-11,"AK",0.4937
2020-09-12,"AK",0.4906
2020-09-13,"AK",0.4891
2020-09-14,"AK",0.4881
2020-09-15,"AK",0.4868
2020-09-16,"AK",0.4853
2020-09-17,"AK",0.4847
2020-09-18,"AK",0.486
2020-09-19,"AK",0.4871
2020-09-20,"AK",0.4884
2020-09-21,"AK",0.4905
2020-09-22,"AK",0.4948
2020-09-23,"AK",0.4988
2020-09-24,"AK",0.5015
2020-09-25,"AK",0.5047
2020-09-26,"AK",0.5104
2020-09-27,"AK",0.5148
2020-09-28,"AK",0.5184
2020-09-29,"AK",0.5204
2020-09-30,"AK",0.5226
2020-10-01,"AK",0.524
2020-10-02,"AK",0.525
2020-10-03,"AK",0.5247
2020-10-04,"AK",0.5244
2020-10-05,"AK",0.526
2020-10-06,"AK",0.5277
2020-10-07,"AK",0.5276
2020-10-08,"AK",0.5295
2020-10-09,"AK",0.5321
2020-10-10,"AK",0.536
2020-10-11,"AK",0.5401
2020-10-12,"AK",0.5456
2020-10-13,"AK",0.5519
2020-10-14,"AK",0.5579
2020-10-15,"AK",0.5643
2020-10-16,"AK",0.5691
2020-10-17,"AK",0.5732
2020-10-18,"AK",0.5777
2020-10-19,"AK",0.5816
2020-10-20,"AK",0.5858
2020-10-21,"AK",0.5891
2020-10-22,"AK",0.5913
2020-10-23,"AK",0.5921
2020-10-24,"AK",0.5915
2020-10-25,"AK",0.59
2020-10-26,"AK",0.5881
2020-10-27,"AK",0.5861
2020-10-28,"AK",0.5836
2020-10-29,"AK",0.5799
2020-10-30,"AK",0.5756
2020-10-31,"AK",0.5705
2020-11-01,"AK",0.5658
2020-11-02,"AK",0.5633
2020-11-03,"AK",0.5614
2020-11-04,"AK",0.5608
2020-11-05,"AK",0.5618
2020-11-06,"AK",0.564
2020-11-07,"AK",0.5666
2020-11-08,"AK",0.5724
2020-11-09,"AK",0.579
2020-11-10,"AK",0.5869
2020-11-11,"AK",0.5946
2020-11-12,"AK",0.603
2020-11-13,"AK",0.6097
2020-11-14,"AK",0.6167
2020-11-15,"AK",0.6229
2020-11-16,"AK",0.6287
2020-11-17,"AK",0.6324
2020-11-18,"AK",0.6357
2020-11-19,"AK",0.6363
2020-11-20,"AK",0.6379
2020-11-21,"AK",0.6383
2020-11-22,"AK",0.6396
2020-11-23,"AK",0.6405
2020-11-24,"AK",0.6413
2020-11-25,"AK",0.6409
2020-11-26,"AK",0.6407
2020-11-27,"AK",0.6395
2020-11-28,"AK",0.6386
2020-11-29,"AK",0.6383
2020-11-30,"AK",0.6384
2020-12-01,"AK",0.637
2020-12-02,"AK",0.6355
2020-12-03,"AK",0.6332
2020-12-04,"AK",0.6303
2020-12-05,"AK",0.6277
2020-12-06,"AK",0.6251
2020-12-07,"AK",0.6225
2020-12-08,"AK",0.6209
2020-12-09,"AK",0.6205
2020-12-10,"AK",0.62
2020-12-11,"AK",0.62
2020-12-12,"AK",0.6198
2020-12-13,"AK",0.6208
2020-12-14,"AK",0.6222
2020-12-15,"AK",0.6241
2020-12-16,"AK",0.6259
2020-12-17,"AK",0.6293
2020-12-18,"AK",0.6332
2020-12-19,"AK",0.6358
2020-12-20,"AK",0.6386
2020-12-21,"AK",0.6401
2020-12-22,"AK",0.641
2020-12-23,"AK",0.6423
2020-12-24,"AK",0.6429
2020-12-25,"AK",0.6425
2020-12-26,"AK",0.6419
2020-12-27,"AK",0.6418
2020-12-28,"AK",0.6397
2020-12-29,"AK",0.6368
2020-12-30,"AK",0.6345
2020-12-31,"AK",0.6311
2020-02-04,"AZ",0.0171
2020-02-05,"AZ",0.0215
2020-02-06,"AZ",0.0255
2020-02-07,"AZ",0.0285
2020-02-08,"AZ",0.0313
2020-02-09,"AZ",0.034
2020-02-10,"AZ",0.0366
2020-02-11,"AZ",0.0391
2020-02-12,"AZ",0.0414
2020-02-13,"AZ",0.0437
2020-02-14,"AZ",0.0457
2020-02-15,"AZ",0.0476
2020-02-16,"AZ",0.0493
2020-02-17,"AZ",0.0508
2020-02-18,"AZ",0.0521
2020-02-19,"AZ",0.0533
2020-02-20,"AZ",0.0543
2020-02-21,"AZ",0.0553
2020-02-22,"AZ",0.0561
2020-02-23,"AZ",0.0569
2020-02-24,"AZ",0.0576
2020-02-25,"AZ",0.0583
2020-02-26,"AZ",0.0589
2020-02-27,"AZ",0.0596
2020-02-28,"AZ",0.0602
2020-02-29,"AZ",0.0609
2020-03-01,"AZ",0.0615
2020-03-02,"AZ",0.0622
2020-03-03,"AZ",0.0628
2020-03-04,"AZ",0.0635
2020-03-05,"AZ",0.0642
2020-03-06,"AZ",0.065
2020-03-07,"AZ",0.066
2020-03-08,"AZ",0.0672
2020-03-09,"AZ",0.0687
2020-03-10,"AZ",0.0705
2020-03-11,"AZ",0.0727
2020-03-12,"AZ",0.0753
2020-03-13,"AZ",0.0785
2020-03-14,"AZ",0.0823
2020-03-15,"AZ",0.0868
2020-03-16,"AZ",0.0921
2020-03-17,"AZ",0.098
2020-03-18,"AZ",0.1045
2020-03-19,"AZ",0.1116
2020-03-20,"AZ",0.1193
2020-03-21,"AZ",0.1275
2020-03-22,"AZ",0.1361
2020-03-23,"AZ",0.1451
2020-03-24,"AZ",0.1542
2020-03-25,"AZ",0.1635
2020-03-26,"AZ",0.1727
2020-03-27,"AZ",0.1819
2020-03-28,"AZ",0.1911
2020-03-29,"AZ",0.2003
2020-03-30,"AZ",0.2094
2020-03-31,"AZ",0.2185
2020-04-01,"AZ",0.2276
2020-04-02,"AZ",0.2367
2020-04-03,"AZ",0.2458
2020-04-04,"AZ",0.2549
2020-04-05,"AZ",0.264
2020-04-06,"AZ",0.273
2020-04-07,"AZ",0.2821
2020-04-08,"AZ",0.291
2020-04-09,"AZ",0.2999
2020-04-10,"AZ",0.3086
2020-04-11,"AZ",0.317
2020-04-12,"AZ",0.3251
2020-04-13,"AZ",0.3327
2020-04-14,"AZ",0.3399
2020-04-15,"AZ",0.3466
2020-04-16,"AZ",0.3527
2020-04-17,"AZ",0.3581
2020-04-18,"AZ",0.3627
2020-04-19,"AZ",0.3666
2020-04-20,"AZ",0.3696
2020-04-21,"AZ",0.3717
2020-04-22,"AZ",0.3729
2020-04-23,"AZ",0.3731
2020-04-24,"AZ",0.3722
2020-04-25,"AZ",0.37
2020-04-26,"AZ",0.3669
2020-04-27,"AZ",0.3629
2020-04-28,"AZ",0.3583
2020-04-29,"AZ",0.3532
2020-04-30,"AZ",0.3478
2020-05-01,"AZ",0.3426
2020-05-02,"AZ",0.3378
2020-05-03,"AZ",0.3337
2020-05-04,"AZ",0.3306
2020-05-05,"AZ",0.3288
2020-05-06,"AZ",0.3287
2020-05-07,"AZ",0.3301
2020-05-08,"AZ",0.333
2020-05-09,"AZ",0.3373
2020-05-10,"AZ",0.343
2020-05-11,"AZ",0.3497
2020-05-12,"AZ",0.3572
2020-05-13,"AZ",0.3652
2020-05-14,"AZ",0.3734
2020-05-15,"AZ",0.3814
2020-05-16,"AZ",0.3888
2020-05-17,"AZ",0.3952
2020-05-18,"AZ",0.4003
2020-05-19,"AZ",0.4039
2020-05-20,"AZ",0.4056
2020-05-21,"AZ",0.4056
2020-05-22,"AZ",0.404
2020-05-23,"AZ",0.4007
2020-05-24,"AZ",0.396
2020-05-25,"AZ",0.3901
2020-05-26,"AZ",0.3832
2020-05-27,"AZ",0.3755
2020-05-28,"AZ",0.3674
2020-05-29,"AZ",0.3591
2020-05-30,"AZ",0.3509
2020-05-31,"AZ",0.343
2020-06-01,"AZ",0.3354
2020-06-02,"AZ",0.3282
2020-06-03,"AZ",0.3213
2020-06-04,"AZ",0.3147
2020-06-05,"AZ",0.3082
2020-06-06,"AZ",0.3016
2020-06-07,"AZ",0.2954
2020-06-08,"AZ",0.2899
2020-06-09,"AZ",0.2854
2020-06-10,"AZ",0.2822
2020-06-11,"AZ",0.2804
2020-06-12,"AZ",0.2804
2020-06-13,"AZ",0.2826
2020-06-14,"AZ",0.2872
2020-06-15,"AZ",0.2948
2020-06-16,"AZ",0.306
2020-06-17,"AZ",0.3214
2020-06-18,"AZ",0.3408
2020-06-19,"AZ",0.3639
2020-06-20,"AZ",0.3905
2020-06-21,"AZ",0.4201
2020-06-22,"AZ",0.4521
2020-06-23,"AZ",0.4857
2020-06-24,"AZ",0.5199
2020-06-25,"AZ",0.5535
2020-06-26,"AZ",0.5853
2020-06-27,"AZ",0.6141
2020-06-28,"AZ",0.6384
2020-06-29,"AZ",0.6584
2020-06-30,"AZ",0.674
2020-07-01,"AZ",0.6855
2020-07-02,"AZ",0.6936
2020-07-03,"AZ",0.6991
2020-07-04,"AZ",0.7028
2020-07-05,"AZ",0.7054
2020-07-06,"AZ",0.7074
2020-07-07,"AZ",0.7095
2020-07-08,"AZ",0.712
2020-07-09,"AZ",0.7152
2020-07-10,"AZ",0.7189
2020-07-11,"AZ",0.7233
2020-07-12,"AZ",0.7285
2020-07-13,"AZ",0.7341
2020-07-14,"AZ",0.7399
2020-07-15,"AZ",0.7456
2020-07-16,"AZ",0.7509
2020-07-17,"AZ",0.7559
2020-07-18,"AZ",0.7603
2020-07-19,"AZ",0.7641
2020-07-20,"AZ",0.7672
2020-07-21,"AZ",0.7699
2020-07-22,"AZ",0.7722
2020-07-23,"AZ",0.7742
2020-07-24,"AZ",0.776
2020-07-25,"AZ",0.7777
2020-07-26,"AZ",0.7795
2020-07-27,"AZ",0.7812
2020-07-28,"AZ",0.7829
2020-07-29,"AZ",0.7846
2020-07-30,"AZ",0.7863
2020-07-31,"AZ",0.788
2020-08-01,"AZ",0.7897
2020-08-02,"AZ",0.7915
2020-08-03,"AZ",0.7932
2020-08-04,"AZ",0.7949
2020-08-05,"AZ",0.7966
2020-08-06,"AZ",0.7983
2020-08-07,"AZ",0.8
2020-08-08,"AZ",0.8017
2020-08-09,"AZ",0.8034
2020-08-10,"AZ",0.8048
2020-08-11,"AZ",0.8059
2020-08-12,"AZ",0.8066
2020-08-13,"AZ",0.8067
2020-08-14,"AZ",0.8063
2020-08-15,"AZ",0.8051
2020-08-16,"AZ",0.803
2020-08-17,"AZ",0.8
2020-08-18,"AZ",0.796
2020-08-19,"AZ",0.7909
2020-08-20,"AZ",0.7847
2020-08-21,"AZ",0.7775
2020-08-22,"AZ",0.7696
2020-08-23,"AZ",0.7609
2020-08-24,"AZ",0.7517
2020-08-25,"AZ",0.742
2020-08-26,"AZ",0.7319
2020-08-27,"AZ",0.7215
2020-08-28,"AZ",0.7109
2020-08-29,"AZ",0.7002
2020-08-30,"AZ",0.6903
2020-08-31,"AZ",0.6813
2020-09-01,"AZ",0.6732
2020-09-02,"AZ",0.6663
2020-09-03,"AZ",0.6605
2020-09-04,"AZ",0.6557
2020-09-05,"AZ",0.6523
