"date","state","mask"
2021-11-19,"LA",0.2964
2021-11-20,"LA",0.2956
2021-11-21,"LA",0.2951
2021-11-22,"LA",0.2946
2021-11-23,"LA",0.294
2021-11-24,"LA",0.2937
2021-11-25,"LA",0.293
2021-11-26,"LA",0.2925
2021-11-27,"LA",0.2915
2021-11-28,"LA",0.2899
2021-11-29,"LA",0.2887
2021-11-30,"LA",0.2882
2021-12-01,"LA",0.2873
2021-12-02,"LA",0.2869
2021-12-03,"LA",0.2868
2021-12-04,"LA",0.2865
2021-12-05,"LA",0.2863
2021-12-06,"LA",0.2864
2021-12-07,"LA",0.2878
2021-12-08,"LA",0.289
2021-12-09,"LA",0.2902
2021-12-10,"LA",0.2926
2021-12-11,"LA",0.294
2021-12-12,"LA",0.2958
2021-12-13,"LA",0.2971
2021-12-14,"LA",0.2985
2021-12-15,"LA",0.3006
2021-12-16,"LA",0.3024
2021-12-17,"LA",0.3046
2021-12-18,"LA",0.3056
2021-12-19,"LA",0.3074
2021-12-20,"LA",0.31
2021-12-21,"LA",0.3113
2021-12-22,"LA",0.3134
2021-12-23,"LA",0.3159
2021-12-24,"LA",0.3191
2021-12-25,"LA",0.3221
2021-12-26,"LA",0.3244
2021-12-27,"LA",0.3281
2021-12-28,"LA",0.3321
2021-12-29,"LA",0.3372
2021-12-30,"LA",0.3429
2021-12-31,"LA",0.3479
2021-01-01,"ME",0.7914
2021-01-02,"ME",0.7921
2021-01-03,"ME",0.794
2021-01-04,"ME",0.7961
2021-01-05,"ME",0.7989
2021-01-06,"ME",0.8017
2021-01-07,"ME",0.8042
2021-01-08,"ME",0.8069
2021-01-09,"ME",0.8082
2021-01-10,"ME",0.8095
2021-01-11,"ME",0.8103
2021-01-12,"ME",0.8113
2021-01-13,"ME",0.8124
2021-01-14,"ME",0.8126
2021-01-15,"ME",0.8133
2021-01-16,"ME",0.8135
2021-01-17,"ME",0.8136
2021-01-18,"ME",0.8133
2021-01-19,"ME",0.813
2021-01-20,"ME",0.8148
2021-01-21,"ME",0.8161
2021-01-22,"ME",0.8175
2021-01-23,"ME",0.8184
2021-01-24,"ME",0.819
2021-01-25,"ME",0.8191
2021-01-26,"ME",0.8191
2021-01-27,"ME",0.8188
2021-01-28,"ME",0.8188
2021-01-29,"ME",0.8192
2021-01-30,"ME",0.8187
2021-01-31,"ME",0.8172
2021-02-01,"ME",0.816
2021-02-02,"ME",0.8146
2021-02-03,"ME",0.8138
2021-02-04,"ME",0.8135
2021-02-05,"ME",0.8144
2021-02-06,"ME",0.8147
2021-02-07,"ME",0.8155
2021-02-08,"ME",0.8161
2021-02-09,"ME",0.8167
2021-02-10,"ME",0.8181
2021-02-11,"ME",0.8196
2021-02-12,"ME",0.8209
2021-02-13,"ME",0.8224
2021-02-14,"ME",0.8231
2021-02-15,"ME",0.8237
2021-02-16,"ME",0.8238
2021-02-17,"ME",0.8243
2021-02-18,"ME",0.8242
2021-02-19,"ME",0.8244
2021-02-20,"ME",0.8241
2021-02-21,"ME",0.824
2021-02-22,"ME",0.8237
2021-02-23,"ME",0.8232
2021-02-24,"ME",0.8224
2021-02-25,"ME",0.8219
2021-02-26,"ME",0.8209
2021-02-27,"ME",0.8194
2021-02-28,"ME",0.8177
2021-03-01,"ME",0.8167
2021-03-02,"ME",0.8153
2021-03-03,"ME",0.8146
2021-03-04,"ME",0.8133
2021-03-05,"ME",0.8118
2021-03-06,"ME",0.8104
2021-03-07,"ME",0.809
2021-03-08,"ME",0.808
2021-03-09,"ME",0.8076
2021-03-10,"ME",0.8077
2021-03-11,"ME",0.8079
2021-03-12,"ME",0.8071
2021-03-13,"ME",0.806
2021-03-14,"ME",0.8042
2021-03-15,"ME",0.8028
2021-03-16,"ME",0.8019
2021-03-17,"ME",0.8008
2021-03-18,"ME",0.7998
2021-03-19,"ME",0.7989
2021-03-20,"ME",0.7972
2021-03-21,"ME",0.7951
2021-03-22,"ME",0.7926
2021-03-23,"ME",0.7909
2021-03-24,"ME",0.79
2021-03-25,"ME",0.7891
2021-03-26,"ME",0.7878
2021-03-27,"ME",0.7864
2021-03-28,"ME",0.7856
2021-03-29,"ME",0.7851
2021-03-30,"ME",0.7837
2021-03-31,"ME",0.7831
2021-04-01,"ME",0.7832
2021-04-02,"ME",0.7829
2021-04-03,"ME",0.7822
2021-04-04,"ME",0.781
2021-04-05,"ME",0.7807
2021-04-06,"ME",0.7807
2021-04-07,"ME",0.7808
2021-04-08,"ME",0.7805
2021-04-09,"ME",0.7795
2021-04-10,"ME",0.7799
2021-04-11,"ME",0.7801
2021-04-12,"ME",0.7798
2021-04-13,"ME",0.7805
2021-04-14,"ME",0.7824
2021-04-15,"ME",0.7841
2021-04-16,"ME",0.7849
2021-04-17,"ME",0.785
2021-04-18,"ME",0.7844
2021-04-19,"ME",0.7834
2021-04-20,"ME",0.7828
2021-04-21,"ME",0.7805
2021-04-22,"ME",0.7777
2021-04-23,"ME",0.7748
2021-04-24,"ME",0.7716
2021-04-25,"ME",0.7662
2021-04-26,"ME",0.7615
2021-04-27,"ME",0.7569
2021-04-28,"ME",0.7532
2021-04-29,"ME",0.7494
2021-04-30,"ME",0.7452
2021-05-01,"ME",0.74
2021-05-02,"ME",0.7354
2021-05-03,"ME",0.7306
2021-05-04,"ME",0.7257
2021-05-05,"ME",0.7196
2021-05-06,"ME",0.7142
2021-05-07,"ME",0.7074
2021-05-08,"ME",0.7005
2021-05-09,"ME",0.6929
2021-05-10,"ME",0.6855
2021-05-11,"ME",0.6796
2021-05-12,"ME",0.674
2021-05-13,"ME",0.6681
2021-05-14,"ME",0.6617
2021-05-15,"ME",0.6549
2021-05-16,"ME",0.6477
2021-05-17,"ME",0.6397
2021-05-18,"ME",0.6297
2021-05-19,"ME",0.6182
2021-05-20,"ME",0.604
2021-05-21,"ME",0.5876
2021-05-22,"ME",0.5678
2021-05-23,"ME",0.5468
2021-05-24,"ME",0.5238
2021-05-25,"ME",0.4992
2021-05-26,"ME",0.4739
2021-05-27,"ME",0.4483
2021-05-28,"ME",0.4235
2021-05-29,"ME",0.4011
2021-05-30,"ME",0.3791
2021-05-31,"ME",0.3582
2021-06-01,"ME",0.3382
2021-06-02,"ME",0.3186
2021-06-03,"ME",0.301
2021-06-04,"ME",0.2854
2021-06-05,"ME",0.2719
2021-06-06,"ME",0.26
2021-06-07,"ME",0.2495
2021-06-08,"ME",0.2401
2021-06-09,"ME",0.23
2021-06-10,"ME",0.2195
2021-06-11,"ME",0.2099
2021-06-12,"ME",0.2013
2021-06-13,"ME",0.1945
2021-06-14,"ME",0.1874
2021-06-15,"ME",0.1803
2021-06-16,"ME",0.1734
2021-06-17,"ME",0.1664
2021-06-18,"ME",0.1591
2021-06-19,"ME",0.1511
2021-06-20,"ME",0.1447
2021-06-21,"ME",0.1403
2021-06-22,"ME",0.1368
2021-06-23,"ME",0.1339
2021-06-24,"ME",0.131
2021-06-25,"ME",0.1281
2021-06-26,"ME",0.1254
2021-06-27,"ME",0.1229
2021-06-28,"ME",0.1211
2021-06-29,"ME",0.1202
2021-06-30,"ME",0.1199
2021-07-01,"ME",0.1192
2021-07-02,"ME",0.1185
2021-07-03,"ME",0.117
2021-07-04,"ME",0.1156
2021-07-05,"ME",0.1142
2021-07-06,"ME",0.1139
2021-07-07,"ME",0.1138
2021-07-08,"ME",0.1135
2021-07-09,"ME",0.1125
2021-07-10,"ME",0.111
2021-07-11,"ME",0.11
2021-07-12,"ME",0.1096
2021-07-13,"ME",0.1087
2021-07-14,"ME",0.1085
2021-07-15,"ME",0.1085
2021-07-16,"ME",0.1086
2021-07-17,"ME",0.1084
2021-07-18,"ME",0.1081
2021-07-19,"ME",0.1088
2021-07-20,"ME",0.1105
2021-07-21,"ME",0.113
2021-07-22,"ME",0.1158
2021-07-23,"ME",0.1184
2021-07-24,"ME",0.1212
2021-07-25,"ME",0.1237
2021-07-26,"ME",0.1257
2021-07-27,"ME",0.1277
2021-07-28,"ME",0.1298
2021-07-29,"ME",0.1327
2021-07-30,"ME",0.1351
2021-07-31,"ME",0.1373
2021-08-01,"ME",0.1392
2021-08-02,"ME",0.1405
2021-08-03,"ME",0.1421
2021-08-04,"ME",0.1443
2021-08-05,"ME",0.1469
2021-08-06,"ME",0.1499
2021-08-07,"ME",0.1539
2021-08-08,"ME",0.1583
2021-08-09,"ME",0.1616
2021-08-10,"ME",0.1655
2021-08-11,"ME",0.1698
2021-08-12,"ME",0.1742
2021-08-13,"ME",0.1789
2021-08-14,"ME",0.1836
2021-08-15,"ME",0.1888
2021-08-16,"ME",0.1939
2021-08-17,"ME",0.1999
2021-08-18,"ME",0.2046
2021-08-19,"ME",0.2085
2021-08-20,"ME",0.2132
2021-08-21,"ME",0.2174
2021-08-22,"ME",0.2209
2021-08-23,"ME",0.2249
2021-08-24,"ME",0.2286
2021-08-25,"ME",0.2323
2021-08-26,"ME",0.2342
2021-08-27,"ME",0.2357
2021-08-28,"ME",0.2362
2021-08-29,"ME",0.2375
2021-08-30,"ME",0.2397
2021-08-31,"ME",0.2414
2021-09-01,"ME",0.2433
2021-09-02,"ME",0.2451
2021-09-03,"ME",0.2457
2021-09-04,"ME",0.2469
2021-09-05,"ME",0.2486
2021-09-06,"ME",0.2518
2021-09-07,"ME",0.2552
2021-09-08,"ME",0.2594
2021-09-09,"ME",0.2631
2021-09-10,"ME",0.2666
2021-09-11,"ME",0.2703
2021-09-12,"ME",0.2742
2021-09-13,"ME",0.2781
2021-09-14,"ME",0.2829
2021-09-15,"ME",0.2866
2021-09-16,"ME",0.2897
2021-09-17,"ME",0.2922
2021-09-18,"ME",0.294
2021-09-19,"ME",0.2954
2021-09-20,"ME",0.2966
2021-09-21,"ME",0.2976
2021-09-22,"ME",0.2991
2021-09-23,"ME",0.3
2021-09-24,"ME",0.3011
2021-09-25,"ME",0.3004
2021-09-26,"ME",0.3012
2021-09-27,"ME",0.3015
2021-09-28,"ME",0.302
2021-09-29,"ME",0.3028
2021-09-30,"ME",0.3026
2021-10-01,"ME",0.3027
2021-10-02,"ME",0.3015
2021-10-03,"ME",0.2984
2021-10-04,"ME",0.2949
2021-10-05,"ME",0.2923
2021-10-06,"ME",0.2903
2021-10-07,"ME",0.2866
2021-10-08,"ME",0.2834
2021-10-09,"ME",0.2794
2021-10-10,"ME",0.2759
2021-10-11,"ME",0.2733
2021-10-12,"ME",0.2707
2021-10-13,"ME",0.2696
2021-10-14,"ME",0.2699
2021-10-15,"ME",0.2706
2021-10-16,"ME",0.2707
2021-10-17,"ME",0.2721
2021-10-18,"ME",0.2745
2021-10-19,"ME",0.2776
2021-10-20,"ME",0.2809
2021-10-21,"ME",0.2839
2021-10-22,"ME",0.287
2021-10-23,"ME",0.2902
2021-10-24,"ME",0.2926
2021-10-25,"ME",0.2947
2021-10-26,"ME",0.2971
2021-10-27,"ME",0.299
2021-10-28,"ME",0.3004
2021-10-29,"ME",0.3022
2021-10-30,"ME",0.3028
2021-10-31,"ME",0.304
2021-11-01,"ME",0.3053
2021-11-02,"ME",0.3061
2021-11-03,"ME",0.3064
2021-11-04,"ME",0.3075
2021-11-05,"ME",0.3091
2021-11-06,"ME",0.3101
2021-11-07,"ME",0.3114
2021-11-08,"ME",0.3122
2021-11-09,"ME",0.3126
2021-11-10,"ME",0.3133
2021-11-11,"ME",0.3142
2021-11-12,"ME",0.3144
2021-11-13,"ME",0.3151
2021-11-14,"ME",0.3167
2021-11-15,"ME",0.3177
2021-11-16,"ME",0.3185
2021-11-17,"ME",0.3204
2021-11-18,"ME",0.3228
2021-11-19,"ME",0.3253
2021-11-20,"ME",0.3262
2021-11-21,"ME",0.3276
2021-11-22,"ME",0.3287
2021-11-23,"ME",0.3306
2021-11-24,"ME",0.3331
2021-11-25,"ME",0.336
2021-11-26,"ME",0.3394
2021-11-27,"ME",0.343
2021-11-28,"ME",0.346
2021-11-29,"ME",0.3487
2021-11-30,"ME",0.3523
2021-12-01,"ME",0.3584
2021-12-02,"ME",0.3632
2021-12-03,"ME",0.3676
2021-12-04,"ME",0.3717
2021-12-05,"ME",0.3741
2021-12-06,"ME",0.375
2021-12-07,"ME",0.3755
2021-12-08,"ME",0.3746
2021-12-09,"ME",0.3732
2021-12-10,"ME",0.3715
2021-12-11,"ME",0.3691
2021-12-12,"ME",0.3668
2021-12-13,"ME",0.3661
2021-12-14,"ME",0.3669
2021-12-15,"ME",0.3671
2021-12-16,"ME",0.3683
2021-12-17,"ME",0.3702
2021-12-18,"ME",0.3715
2021-12-19,"ME",0.3741
2021-12-20,"ME",0.3775
2021-12-21,"ME",0.3806
2021-12-22,"ME",0.3833
2021-12-23,"ME",0.3853
2021-12-24,"ME",0.3868
2021-12-25,"ME",0.3865
2021-12-26,"ME",0.3877
2021-12-27,"ME",0.3885
2021-12-28,"ME",0.389
2021-12-29,"ME",0.3911
2021-12-30,"ME",0.3932
2021-12-31,"ME",0.3951
2021-01-01,"MD",0.8269
2021-01-02,"MD",0.8266
2021-01-03,"MD",0.8262
2021-01-04,"MD",0.8263
2021-01-05,"MD",0.8265
2021-01-06,"MD",0.8272
2021-01-07,"MD",0.828
2021-01-08,"MD",0.829
2021-01-09,"MD",0.8299
2021-01-10,"MD",0.8304
2021-01-11,"MD",0.8306
2021-01-12,"MD",0.8305
2021-01-13,"MD",0.8308
2021-01-14,"MD",0.831
2021-01-15,"MD",0.8312
2021-01-16,"MD",0.8316
2021-01-17,"MD",0.8318
2021-01-18,"MD",0.8319
2021-01-19,"MD",0.8316
2021-01-20,"MD",0.8315
2021-01-21,"MD",0.8317
2021-01-22,"MD",0.8324
2021-01-23,"MD",0.8331
2021-01-24,"MD",0.8338
2021-01-25,"MD",0.8345
2021-01-26,"MD",0.8345
2021-01-27,"MD",0.8341
2021-01-28,"MD",0.8339
2021-01-29,"MD",0.8337
2021-01-30,"MD",0.8341
2021-01-31,"MD",0.8346
2021-02-01,"MD",0.8348
2021-02-02,"MD",0.8349
2021-02-03,"MD",0.8355
2021-02-04,"MD",0.8358
2021-02-05,"MD",0.8367
2021-02-06,"MD",0.8382
2021-02-07,"MD",0.8399
2021-02-08,"MD",0.8415
2021-02-09,"MD",0.8428
2021-02-10,"MD",0.8441
2021-02-11,"MD",0.8452
2021-02-12,"MD",0.8463
2021-02-13,"MD",0.8469
2021-02-14,"MD",0.8474
2021-02-15,"MD",0.848
2021-02-16,"MD",0.8477
2021-02-17,"MD",0.8475
2021-02-18,"MD",0.8476
2021-02-19,"MD",0.8474
2021-02-20,"MD",0.8472
2021-02-21,"MD",0.8467
2021-02-22,"MD",0.8459
2021-02-23,"MD",0.8452
2021-02-24,"MD",0.8449
2021-02-25,"MD",0.8447
2021-02-26,"MD",0.8446
2021-02-27,"MD",0.845
2021-02-28,"MD",0.8446
2021-03-01,"MD",0.8433
2021-03-02,"MD",0.8422
2021-03-03,"MD",0.8418
2021-03-04,"MD",0.8411
2021-03-05,"MD",0.8407
2021-03-06,"MD",0.8404
2021-03-07,"MD",0.8398
2021-03-08,"MD",0.8388
2021-03-09,"MD",0.8374
2021-03-10,"MD",0.8361
2021-03-11,"MD",0.8357
2021-03-12,"MD",0.8359
2021-03-13,"MD",0.8361
2021-03-14,"MD",0.8356
2021-03-15,"MD",0.8349
2021-03-16,"MD",0.8335
2021-03-17,"MD",0.8322
2021-03-18,"MD",0.8311
2021-03-19,"MD",0.8301
2021-03-20,"MD",0.8291
2021-03-21,"MD",0.828
2021-03-22,"MD",0.8263
2021-03-23,"MD",0.8248
2021-03-24,"MD",0.8235
2021-03-25,"MD",0.8225
2021-03-26,"MD",0.8221
2021-03-27,"MD",0.8219
2021-03-28,"MD",0.8212
2021-03-29,"MD",0.82
2021-03-30,"MD",0.8189
2021-03-31,"MD",0.8178
2021-04-01,"MD",0.8164
2021-04-02,"MD",0.815
2021-04-03,"MD",0.813
2021-04-04,"MD",0.8109
2021-04-05,"MD",0.8089
2021-04-06,"MD",0.8068
2021-04-07,"MD",0.8054
2021-04-08,"MD",0.8044
2021-04-09,"MD",0.8035
2021-04-10,"MD",0.8025
2021-04-11,"MD",0.8018
2021-04-12,"MD",0.8016
2021-04-13,"MD",0.8014
2021-04-14,"MD",0.8018
2021-04-15,"MD",0.8017
2021-04-16,"MD",0.8012
2021-04-17,"MD",0.8006
2021-04-18,"MD",0.7991
2021-04-19,"MD",0.797
2021-04-20,"MD",0.7946
2021-04-21,"MD",0.7918
2021-04-22,"MD",0.7884
2021-04-23,"MD",0.7839
2021-04-24,"MD",0.7792
2021-04-25,"MD",0.7739
2021-04-26,"MD",0.7686
2021-04-27,"MD",0.7635
2021-04-28,"MD",0.7584
2021-04-29,"MD",0.7533
2021-04-30,"MD",0.749
2021-05-01,"MD",0.7452
2021-05-02,"MD",0.7421
2021-05-03,"MD",0.7394
2021-05-04,"MD",0.7374
2021-05-05,"MD",0.7358
2021-05-06,"MD",0.734
2021-05-07,"MD",0.7316
2021-05-08,"MD",0.7284
2021-05-09,"MD",0.7241
2021-05-10,"MD",0.7194
2021-05-11,"MD",0.7133
2021-05-12,"MD",0.706
2021-05-13,"MD",0.6976
2021-05-14,"MD",0.6883
2021-05-15,"MD",0.678
2021-05-16,"MD",0.6661
2021-05-17,"MD",0.6544
2021-05-18,"MD",0.6432
2021-05-19,"MD",0.632
2021-05-20,"MD",0.6213
2021-05-21,"MD",0.6107
2021-05-22,"MD",0.6006
2021-05-23,"MD",0.591
2021-05-24,"MD",0.5822
2021-05-25,"MD",0.5745
2021-05-26,"MD",0.5668
2021-05-27,"MD",0.5601
2021-05-28,"MD",0.5524
2021-05-29,"MD",0.5444
2021-05-30,"MD",0.537
2021-05-31,"MD",0.5299
2021-06-01,"MD",0.5225
2021-06-02,"MD",0.515
2021-06-03,"MD",0.5069
2021-06-04,"MD",0.4979
2021-06-05,"MD",0.4878
2021-06-06,"MD",0.478
2021-06-07,"MD",0.4689
2021-06-08,"MD",0.4602
2021-06-09,"MD",0.4518
2021-06-10,"MD",0.4424
2021-06-11,"MD",0.4322
2021-06-12,"MD",0.4235
2021-06-13,"MD",0.4152
2021-06-14,"MD",0.407
2021-06-15,"MD",0.3996
2021-06-16,"MD",0.3929
2021-06-17,"MD",0.3858
2021-06-18,"MD",0.3784
2021-06-19,"MD",0.3718
2021-06-20,"MD",0.365
2021-06-21,"MD",0.3593
2021-06-22,"MD",0.3552
2021-06-23,"MD",0.3506
2021-06-24,"MD",0.3458
2021-06-25,"MD",0.3416
2021-06-26,"MD",0.3377
2021-06-27,"MD",0.3344
2021-06-28,"MD",0.332
2021-06-29,"MD",0.3298
2021-06-30,"MD",0.3275
2021-07-01,"MD",0.3264
2021-07-02,"MD",0.3252
2021-07-03,"MD",0.3232
2021-07-04,"MD",0.321
2021-07-05,"MD",0.3196
2021-07-06,"MD",0.3188
2021-07-07,"MD",0.3172
2021-07-08,"MD",0.3147
2021-07-09,"MD",0.3122
2021-07-10,"MD",0.3094
2021-07-11,"MD",0.3068
2021-07-12,"MD",0.3039
2021-07-13,"MD",0.3013
2021-07-14,"MD",0.2993
2021-07-15,"MD",0.2975
2021-07-16,"MD",0.2957
2021-07-17,"MD",0.2934
2021-07-18,"MD",0.2922
2021-07-19,"MD",0.2922
2021-07-20,"MD",0.2927
2021-07-21,"MD",0.2942
2021-07-22,"MD",0.2972
2021-07-23,"MD",0.3001
2021-07-24,"MD",0.3032
2021-07-25,"MD",0.3064
2021-07-26,"MD",0.3105
2021-07-27,"MD",0.3152
2021-07-28,"MD",0.3207
2021-07-29,"MD",0.3266
2021-07-30,"MD",0.3328
2021-07-31,"MD",0.3394
2021-08-01,"MD",0.3456
2021-08-02,"MD",0.3502
2021-08-03,"MD",0.3557
2021-08-04,"MD",0.3617
2021-08-05,"MD",0.3679
2021-08-06,"MD",0.3741
2021-08-07,"MD",0.3798
2021-08-08,"MD",0.3852
2021-08-09,"MD",0.3913
2021-08-10,"MD",0.3969
2021-08-11,"MD",0.4022
2021-08-12,"MD",0.4075
2021-08-13,"MD",0.4132
2021-08-14,"MD",0.418
2021-08-15,"MD",0.4222
2021-08-16,"MD",0.4265
2021-08-17,"MD",0.4308
2021-08-18,"MD",0.4348
2021-08-19,"MD",0.4387
2021-08-20,"MD",0.4417
2021-08-21,"MD",0.4434
2021-08-22,"MD",0.4451
2021-08-23,"MD",0.4469
2021-08-24,"MD",0.4488
2021-08-25,"MD",0.4512
2021-08-26,"MD",0.4533
2021-08-27,"MD",0.4551
2021-08-28,"MD",0.4556
2021-08-29,"MD",0.4565
2021-08-30,"MD",0.4569
2021-08-31,"MD",0.4571
2021-09-01,"MD",0.4585
2021-09-02,"MD",0.4596
2021-09-03,"MD",0.4601
2021-09-04,"MD",0.4604
2021-09-05,"MD",0.4605
2021-09-06,"MD",0.4612
2021-09-07,"MD",0.4622
2021-09-08,"MD",0.4644
2021-09-09,"MD",0.4664
2021-09-10,"MD",0.4685
2021-09-11,"MD",0.4707
2021-09-12,"MD",0.472
2021-09-13,"MD",0.4734
2021-09-14,"MD",0.4755
2021-09-15,"MD",0.4783
2021-09-16,"MD",0.4802
2021-09-17,"MD",0.4814
2021-09-18,"MD",0.4824
2021-09-19,"MD",0.4829
2021-09-20,"MD",0.4832
2021-09-21,"MD",0.4837
2021-09-22,"MD",0.4841
2021-09-23,"MD",0.4847
2021-09-24,"MD",0.4846
2021-09-25,"MD",0.4829
2021-09-26,"MD",0.4813
2021-09-27,"MD",0.4801
2021-09-28,"MD",0.4789
2021-09-29,"MD",0.4772
2021-09-30,"MD",0.4754
2021-10-01,"MD",0.4741
2021-10-02,"MD",0.4721
2021-10-03,"MD",0.4702
2021-10-04,"MD",0.4684
2021-10-05,"MD",0.4683
2021-10-06,"MD",0.4696
2021-10-07,"MD",0.4693
2021-10-08,"MD",0.4695
2021-10-09,"MD",0.4698
2021-10-10,"MD",0.4702
2021-10-11,"MD",0.4711
2021-10-12,"MD",0.4718
2021-10-13,"MD",0.4736
2021-10-14,"MD",0.4751
2021-10-15,"MD",0.4754
2021-10-16,"MD",0.4741
2021-10-17,"MD",0.4722
2021-10-18,"MD",0.4718
2021-10-19,"MD",0.4711
2021-10-20,"MD",0.4707
2021-10-21,"MD",0.4707
2021-10-22,"MD",0.4695
2021-10-23,"MD",0.4674
2021-10-24,"MD",0.4644
2021-10-25,"MD",0.4618
2021-10-26,"MD",0.4609
2021-10-27,"MD",0.4607
2021-10-28,"MD",0.4604
2021-10-29,"MD",0.4596
2021-10-30,"MD",0.4584
2021-10-31,"MD",0.4567
2021-11-01,"MD",0.4549
2021-11-02,"MD",0.4547
2021-11-03,"MD",0.4545
2021-11-04,"MD",0.455
2021-11-05,"MD",0.4555
2021-11-06,"MD",0.4549
2021-11-07,"MD",0.4538
2021-11-08,"MD",0.4535
2021-11-09,"MD",0.4534
2021-11-10,"MD",0.4536
2021-11-11,"MD",0.4539
2021-11-12,"MD",0.4539
2021-11-13,"MD",0.4526
2021-11-14,"MD",0.4525
2021-11-15,"MD",0.4523
2021-11-16,"MD",0.4519
2021-11-17,"MD",0.4528
2021-11-18,"MD",0.4548
2021-11-19,"MD",0.4563
2021-11-20,"MD",0.4583
2021-11-21,"MD",0.4603
2021-11-22,"MD",0.4629
2021-11-23,"MD",0.4667
2021-11-24,"MD",0.4714
2021-11-25,"MD",0.4757
2021-11-26,"MD",0.48
2021-11-27,"MD",0.4846
2021-11-28,"MD",0.4879
2021-11-29,"MD",0.4904
2021-11-30,"MD",0.4927
2021-12-01,"MD",0.4942
2021-12-02,"MD",0.4951
2021-12-03,"MD",0.4949
2021-12-04,"MD",0.4934
2021-12-05,"MD",0.4916
2021-12-06,"MD",0.4893
2021-12-07,"MD",0.4873
2021-12-08,"MD",0.4851
2021-12-09,"MD",0.4834
2021-12-10,"MD",0.4817
2021-12-11,"MD",0.4807
2021-12-12,"MD",0.4807
2021-12-13,"MD",0.4825
2021-12-14,"MD",0.4862
2021-12-15,"MD",0.4913
2021-12-16,"MD",0.4964
2021-12-17,"MD",0.5026
2021-12-18,"MD",0.5085
2021-12-19,"MD",0.5148
2021-12-20,"MD",0.5219
2021-12-21,"MD",0.5297
2021-12-22,"MD",0.5385
2021-12-23,"MD",0.5471
2021-12-24,"MD",0.5543
2021-12-25,"MD",0.5601
2021-12-26,"MD",0.5651
2021-12-27,"MD",0.571
2021-12-28,"MD",0.5766
2021-12-29,"MD",0.5838
2021-12-30,"MD",0.5916
2021-12-31,"MD",0.5991
2021-01-01,"MA",0.8329
2021-01-02,"MA",0.8345
2021-01-03,"MA",0.8362
2021-01-04,"MA",0.8377
2021-01-05,"MA",0.8393
2021-01-06,"MA",0.8408
2021-01-07,"MA",0.8421
2021-01-08,"MA",0.843
2021-01-09,"MA",0.8426
2021-01-10,"MA",0.8417
2021-01-11,"MA",0.8409
2021-01-12,"MA",0.8403
2021-01-13,"MA",0.84
2021-01-14,"MA",0.8398
2021-01-15,"MA",0.8395
2021-01-16,"MA",0.8391
2021-01-17,"MA",0.8388
2021-01-18,"MA",0.8385
2021-01-19,"MA",0.8385
2021-01-20,"MA",0.8401
2021-01-21,"MA",0.8419
2021-01-22,"MA",0.8435
2021-01-23,"MA",0.845
2021-01-24,"MA",0.846
2021-01-25,"MA",0.847
2021-01-26,"MA",0.8481
2021-01-27,"MA",0.8491
2021-01-28,"MA",0.8498
2021-01-29,"MA",0.8509
2021-01-30,"MA",0.8517
2021-01-31,"MA",0.8516
2021-02-01,"MA",0.8515
2021-02-02,"MA",0.8514
2021-02-03,"MA",0.8515
2021-02-04,"MA",0.852
2021-02-05,"MA",0.8527
2021-02-06,"MA",0.8534
2021-02-07,"MA",0.8544
2021-02-08,"MA",0.8552
2021-02-09,"MA",0.8556
2021-02-10,"MA",0.8565
2021-02-11,"MA",0.8576
2021-02-12,"MA",0.8583
2021-02-13,"MA",0.8595
2021-02-14,"MA",0.8604
2021-02-15,"MA",0.8609
2021-02-16,"MA",0.8606
2021-02-17,"MA",0.8603
2021-02-18,"MA",0.86
2021-02-19,"MA",0.8598
2021-02-20,"MA",0.8598
2021-02-21,"MA",0.8595
2021-02-22,"MA",0.8587
2021-02-23,"MA",0.8583
2021-02-24,"MA",0.8576
2021-02-25,"MA",0.8569
2021-02-26,"MA",0.8562
2021-02-27,"MA",0.8567
2021-02-28,"MA",0.8565
2021-03-01,"MA",0.856
2021-03-02,"MA",0.8555
2021-03-03,"MA",0.8547
2021-03-04,"MA",0.8537
2021-03-05,"MA",0.8532
2021-03-06,"MA",0.852
2021-03-07,"MA",0.8506
2021-03-08,"MA",0.849
2021-03-09,"MA",0.8477
2021-03-10,"MA",0.8453
2021-03-11,"MA",0.8431
2021-03-12,"MA",0.841
2021-03-13,"MA",0.8388
2021-03-14,"MA",0.8368
2021-03-15,"MA",0.8347
2021-03-16,"MA",0.8319
2021-03-17,"MA",0.8297
2021-03-18,"MA",0.8278
2021-03-19,"MA",0.826
2021-03-20,"MA",0.8239
2021-03-21,"MA",0.8225
2021-03-22,"MA",0.8215
2021-03-23,"MA",0.8212
2021-03-24,"MA",0.821
2021-03-25,"MA",0.8212
2021-03-26,"MA",0.8218
2021-03-27,"MA",0.8235
2021-03-28,"MA",0.8247
2021-03-29,"MA",0.8257
2021-03-30,"MA",0.8265
2021-03-31,"MA",0.8274
2021-04-01,"MA",0.828
2021-04-02,"MA",0.8284
2021-04-03,"MA",0.8279
2021-04-04,"MA",0.8271
2021-04-05,"MA",0.8253
2021-04-06,"MA",0.824
2021-04-07,"MA",0.8216
2021-04-08,"MA",0.8198
2021-04-09,"MA",0.8183
2021-04-10,"MA",0.8169
2021-04-11,"MA",0.8157
2021-04-12,"MA",0.8145
2021-04-13,"MA",0.8131
2021-04-14,"MA",0.8119
2021-04-15,"MA",0.8106
2021-04-16,"MA",0.8099
