date,state,elderly_mode,school_mode,masking_mode,unweighted_ili,flu_av7,flu_per_cap_av7,mask_av7,rr_av7,gp_av7,park_av7,transit_av7,work_av7,resid_av7
2020-04-05,LA,3.0,3.0,0.0,5.89855,,,77.58989746486577,-41.8571428571429,-8.85714285714286,-21.714285714285694,-47.28571428571429,-42.4285714285714,17.1428571428571
2020-04-12,LA,3.0,3.0,1.0,4.2598699999999985,,,94.99082045583913,-41.2857142857143,-11.0,-23.285714285714306,-48.0,-44.71428571428571,17.0
2020-04-19,LA,3.0,3.0,1.0,3.69946,,,95.64839734517676,-34.2857142857143,-9.571428571428571,-19.1428571428571,-43.0,-39.2857142857143,15.5714285714286
2020-04-26,LA,3.0,3.0,1.0,2.86016,,,92.29399608881931,-31.142857142857103,-6.0,-14.142857142857098,-39.8571428571429,-38.1428571428571,14.0
2020-05-03,LA,3.0,3.0,1.0,2.50599,,,85.04642440530526,-22.857142857142897,1.85714285714286,-0.857142857142857,-33.5714285714286,-34.4285714285714,12.142857142857098
2020-05-10,LA,3.0,3.0,2.0,2.21299,,,94.49593523762479,-23.285714285714306,4.0,-5.571428571428571,-32.4285714285714,-32.5714285714286,11.4285714285714
2020-05-17,LA,3.0,3.0,2.0,2.24854,,,100.0,-19.8571428571429,-0.28571428571428603,-10.4285714285714,-30.714285714285694,-29.428571428571402,10.857142857142902
2020-05-24,LA,3.0,3.0,3.0,1.93257,,,100.0,-18.0,0.7142857142857142,1.42857142857143,-26.857142857142897,-31.857142857142897,10.2857142857143
2020-05-31,LA,3.0,3.0,3.0,2.06445,,,100.0,-12.4285714285714,3.0,5.28571428571428,-21.0,-24.285714285714306,8.0
2020-06-07,LA,3.0,3.0,3.0,2.14847,,,100.0,-15.5714285714286,1.0,-10.5714285714286,-25.142857142857103,-27.0,9.28571428571428
2020-06-14,LA,3.0,3.0,3.0,2.09871,,,100.0,-9.28571428571428,3.5714285714285694,19.5714285714286,-17.1428571428571,-23.857142857142897,6.571428571428571
2020-06-21,LA,3.0,3.0,3.0,2.94648,,,100.0,-13.142857142857098,1.57142857142857,5.428571428571429,-18.4285714285714,-26.0,7.142857142857139
2020-06-28,LA,3.0,3.0,3.0,3.15963,,,100.0,-10.7142857142857,0.7142857142857142,5.428571428571429,-16.571428571428598,-25.714285714285694,7.428571428571429
2020-07-05,LA,3.0,3.0,3.0,4.01772,,,100.0,-14.142857142857098,1.28571428571429,-4.85714285714286,-18.5714285714286,-33.5714285714286,9.14285714285714
2020-07-12,LA,3.0,3.0,3.0,3.93503,,,100.0,-12.5714285714286,5.55111512312578e-17,1.14285714285714,-17.428571428571402,-27.857142857142897,7.857142857142861
2020-07-19,LA,3.0,3.0,3.0,3.5285,,,100.0,-14.714285714285701,-0.857142857142857,-1.14285714285714,-18.5714285714286,-28.428571428571402,8.142857142857139
2020-07-26,LA,3.0,3.0,3.0,3.23808,,,100.0,-16.7142857142857,-4.42857142857143,-17.1428571428571,-21.4285714285714,-29.285714285714306,9.14285714285714
2020-08-02,LA,3.0,3.0,3.0,2.85651,,,100.0,-11.5714285714286,0.14285714285714302,1.57142857142857,-16.8571428571429,-28.142857142857103,7.0
2020-08-09,LA,3.0,3.0,3.0,2.55251,,,100.0,-14.285714285714299,-2.0,-0.42857142857142894,-19.1428571428571,-27.857142857142897,7.142857142857139
2020-08-16,LA,3.0,3.0,3.0,2.55768,,,100.0,-15.714285714285701,-3.85714285714286,-1.7142857142857095,-20.2857142857143,-27.285714285714306,7.0
2020-08-23,LA,3.0,3.0,3.0,2.13185,,,100.0,-18.5714285714286,2.0,-14.142857142857098,-22.285714285714306,-29.428571428571402,7.857142857142861
2020-08-30,LA,3.0,2.0,3.0,1.92472,,,99.49828592588378,-19.1428571428571,-9.428571428571429,-14.714285714285701,-14.142857142857098,-34.4285714285714,4.85714285714286
2020-09-06,LA,3.0,2.0,3.0,2.22641,,,98.69282797658244,-14.285714285714299,-2.57142857142857,4.28571428571428,-16.571428571428598,-33.8571428571429,5.14285714285714
2020-09-13,LA,3.0,2.0,3.0,2.24253,,,99.23865858696135,-16.428571428571402,-4.0,-5.0,-17.428571428571402,-27.0,5.28571428571428
2020-09-20,LA,3.0,2.0,3.0,2.11069,,,100.0,-17.2857142857143,-7.0,-19.1428571428571,-20.0,-24.285714285714306,5.857142857142861
2020-09-27,LA,2.0,2.0,3.0,2.57788,,,94.55092475108913,-15.4285714285714,-5.0,-10.0,-19.1428571428571,-21.571428571428598,5.14285714285714
2020-10-04,LA,2.0,2.0,3.0,0.867624,,,84.8772427087807,-13.0,2.28571428571429,-4.142857142857141,-14.5714285714286,-21.714285714285694,3.0
2020-10-11,LA,2.0,2.0,3.0,0.645551,,,92.1889503073069,-21.571428571428598,-8.571428571428571,-15.142857142857098,-19.7142857142857,-29.0,5.571428571428571
2020-10-18,LA,2.0,2.0,3.0,0.698431,,,87.39336945878199,-14.4285714285714,-3.4285714285714306,-3.71428571428571,-14.5714285714286,-21.0,4.0
2020-10-25,LA,2.0,2.0,3.0,0.897632,0.0,0.0,92.36735156113656,-16.7142857142857,-5.0,-13.5714285714286,-18.7142857142857,-22.571428571428598,5.571428571428571
2020-11-01,LA,2.0,2.0,3.0,0.944754,0.14285714285714302,0.0030729936163474397,91.51080166638445,-13.285714285714299,-0.28571428571428603,-11.857142857142902,-16.2857142857143,-24.571428571428598,3.14285714285714
2020-11-08,LA,2.0,2.0,3.0,0.860352,1.0,0.0215109553144321,96.58401674355292,-15.285714285714299,-6.857142857142861,-15.0,-18.2857142857143,-20.8571428571429,4.85714285714286
2020-11-15,LA,2.0,2.0,3.0,1.00961,1.0,0.0215109553144321,94.62672638557535,-15.0,-4.42857142857143,-13.0,-18.7142857142857,-20.1428571428571,4.85714285714286
2020-11-22,LA,2.0,2.0,3.0,0.939138,0.7142857142857142,0.0153649680817372,86.28238157669384,-11.857142857142902,2.85714285714286,-14.5714285714286,-15.285714285714299,-24.571428571428598,5.28571428571428
2020-11-29,LA,2.0,2.0,3.0,1.03682,0.42857142857142894,0.00921898084904232,95.92289759162136,-28.285714285714306,-13.285714285714299,-36.0,-25.428571428571402,-35.0,9.85714285714286
2020-12-06,LA,2.0,2.0,3.0,1.08135,1.28571428571429,0.027656942547127004,100.0,-15.4285714285714,-3.28571428571429,-26.571428571428598,-22.714285714285694,-19.8571428571429,5.857142857142861
2020-12-13,LA,2.0,2.0,3.0,1.0095,2.0,0.0430219106288642,100.0,-16.1428571428571,-3.28571428571429,-31.571428571428598,-23.571428571428598,-20.4285714285714,6.428571428571429
2020-12-20,LA,2.0,2.0,3.0,1.04312,0.857142857142857,0.0184379616980846,92.93557609257971,-7.28571428571429,4.71428571428571,-27.571428571428598,-16.0,-23.857142857142897,6.142857142857139
2020-12-27,LA,2.0,2.0,3.0,1.19335,1.85714285714286,0.0399489170125167,94.56541202571694,-25.857142857142897,-9.14285714285714,-26.857142857142897,-27.285714285714306,-40.7142857142857,11.5714285714286
2021-01-03,LA,2.0,2.0,3.0,1.17773,0.14285714285714302,0.0030729936163474397,99.67480121358668,-20.5714285714286,-5.857142857142861,-41.5714285714286,-26.142857142857103,-34.5714285714286,10.7142857142857
2021-01-10,LA,2.0,2.0,3.0,0.929589,0.5714285714285711,0.0122919744653898,100.0,-21.571428571428598,-7.428571428571429,-41.5714285714286,-26.142857142857103,-22.857142857142897,8.85714285714286
2021-01-17,LA,2.0,2.0,3.0,0.971392,0.7142857142857142,0.0153649680817372,100.0,-21.4285714285714,-9.714285714285714,-26.571428571428598,-25.0,-24.571428571428598,7.71428571428571
2021-01-24,LA,2.0,2.0,3.0,0.834151,1.42857142857143,0.0307299361634744,100.0,-21.1428571428571,-10.2857142857143,-32.4285714285714,-25.285714285714306,-21.857142857142897,7.428571428571429
2021-01-31,LA,2.0,2.0,3.0,0.8170029999999999,1.14285714285714,0.0245839489307795,99.27327060814048,-17.1428571428571,-7.28571428571429,-24.714285714285694,-21.1428571428571,-20.8571428571429,6.0
2021-02-07,LA,2.0,2.0,3.0,0.8255170000000001,0.7142857142857142,0.0153649680817372,97.9649781371017,-18.4285714285714,-5.428571428571429,-28.857142857142897,-22.428571428571402,-20.7142857142857,6.28571428571428
2021-02-14,LA,2.0,2.0,3.0,0.8779389999999999,0.42857142857142894,0.00921898084904232,100.0,-36.2857142857143,-16.428571428571402,-55.28571428571429,-39.2857142857143,-41.4285714285714,16.1428571428571
2021-02-14,LA,2.0,2.0,3.0,0.8779389999999999,0.42857142857142894,0.00921898084904232,93.8863288,-36.2857142857143,-16.428571428571402,-55.28571428571429,-39.2857142857143,-41.4285714285714,16.1428571428571
2021-02-21,LA,2.0,2.0,3.0,0.599112,1.0,0.0215109553144321,93.7964357571429,-19.5714285714286,-6.142857142857139,-28.0,-21.857142857142897,-25.714285714285694,8.71428571428571
2021-02-28,LA,2.0,2.0,3.0,0.5365449999999999,0.42857142857142894,0.00921898084904232,93.5036801,-11.5714285714286,-3.4285714285714306,-19.1428571428571,-15.857142857142902,-18.8571428571429,5.14285714285714
2021-03-07,LA,2.0,2.0,3.0,0.592593,1.42857142857143,0.0307299361634744,92.47001612857142,-9.0,0.14285714285714302,-4.57142857142857,-13.142857142857098,-19.1428571428571,4.142857142857141
2021-03-14,LA,2.0,2.0,3.0,0.6082350000000001,0.42857142857142894,0.00921898084904232,92.1731957,-3.71428571428571,1.7142857142857095,-4.0,-6.71428571428571,-19.8571428571429,4.142857142857141
2021-03-21,LA,2.0,2.0,3.0,0.702627,0.0,0.0,92.17386005714279,-1.42857142857143,1.57142857142857,-7.428571428571429,-7.28571428571428,-19.7142857142857,4.0
2021-03-28,LA,2.0,2.0,3.0,0.7377729999999999,1.0,0.0215109553144321,91.5273621142857,-0.7142857142857142,2.57142857142857,-5.71428571428571,-8.85714285714286,-19.2857142857143,3.4285714285714306
2021-04-04,LA,2.0,2.0,3.0,0.832548,0.5714285714285711,0.0122919744653898,91.1728880857143,-2.85714285714286,6.428571428571429,3.5714285714285694,-6.571428571428571,-28.428571428571402,3.5714285714285694
2021-04-11,LA,2.0,2.0,3.0,0.788053,0.857142857142857,0.0184379616980846,89.94365895714279,-5.571428571428571,0.14285714285714302,-7.857142857142861,-9.14285714285714,-21.0,4.142857142857141
2021-04-18,LA,2.0,2.0,3.0,0.823631,0.7142857142857142,0.0153649680817372,90.2593185857143,-4.57142857142857,1.28571428571429,-9.28571428571428,-9.28571428571428,-19.4285714285714,4.142857142857141
2021-04-25,LA,2.0,2.0,3.0,1.09822,0.28571428571428603,0.006145987232694879,89.30583927142858,-4.142857142857141,2.42857142857143,5.28571428571429,-7.571428571428571,-18.5714285714286,3.0
2021-05-02,LA,2.0,2.0,3.0,1.11806,0.7142857142857142,0.0153649680817372,87.08449565714291,-3.4285714285714306,4.142857142857141,-9.0,-8.0,-19.2857142857143,3.28571428571429
2021-05-09,LA,2.0,2.0,2.0,1.38668,0.14285714285714302,0.0030729936163474397,85.83605555714291,-3.14285714285714,8.571428571428571,-3.85714285714286,-6.571428571428571,-20.0,3.0
2021-05-16,LA,2.0,2.0,2.0,1.39616,0.5714285714285711,0.0122919744653898,82.86359415714291,-3.5714285714285694,4.85714285714286,-1.57142857142857,-5.28571428571429,-20.7142857142857,3.5714285714285694
2021-05-23,LA,2.0,2.0,2.0,1.40963,0.42857142857142894,0.00921898084904232,76.74547485714291,-2.71428571428571,4.71428571428571,0.857142857142857,-5.857142857142861,-20.0,3.5714285714285694
2021-05-30,LA,2.0,2.0,2.0,1.29566,1.14285714285714,0.0245839489307795,68.0510177285714,-1.28571428571429,8.428571428571429,12.5714285714286,-2.28571428571429,-27.428571428571402,3.85714285714286
2021-06-06,LA,2.0,2.0,2.0,1.33187,1.42857142857143,0.0307299361634744,57.8928552714286,-3.71428571428571,6.0,-4.71428571428571,-3.5714285714285694,-22.0,4.142857142857141
2021-06-13,LA,2.0,2.0,2.0,1.26444,1.14285714285714,0.0245839489307795,49.0712935,-1.85714285714286,6.28571428571428,5.71428571428571,-0.5714285714285711,-22.142857142857103,3.14285714285714
2021-06-20,LA,2.0,2.0,2.0,1.32579,0.857142857142857,0.0184379616980846,42.2414832428571,-5.14285714285714,4.57142857142857,-7.857142857142861,-2.42857142857143,-23.857142857142897,4.57142857142857
2021-06-27,LA,2.0,1.0,2.0,1.3461,0.5714285714285711,0.0122919744653898,36.8688425,-4.28571428571429,2.57142857142857,-2.28571428571429,-0.28571428571428603,-22.714285714285694,3.5714285714285694
2021-07-04,LA,2.0,1.0,2.0,1.54795,0.7142857142857142,0.0153649680817372,34.6003485,-4.85714285714286,7.857142857142861,1.57142857142857,-0.857142857142857,-30.571428571428598,5.428571428571429
2021-07-11,LA,1.0,1.0,2.0,1.92808,2.28571428571429,0.0491678978615591,32.0678642857143,-5.28571428571428,4.85714285714286,-4.85714285714286,-0.14285714285714302,-23.285714285714306,4.57142857142857
2021-07-18,LA,1.0,1.0,2.0,2.22955,0.7142857142857142,0.0153649680817372,31.7813917285714,-3.85714285714286,6.0,-7.142857142857139,0.14285714285714302,-23.428571428571402,4.42857142857143
2021-07-25,LA,1.0,1.0,2.0,2.19679,0.7142857142857142,0.0153649680817372,33.8704067857143,-5.28571428571429,6.28571428571428,-4.71428571428571,-0.28571428571428603,-24.0,4.71428571428571
2021-08-01,LA,2.0,1.0,2.0,2.05753,2.85714285714286,0.0614598723269488,38.9590405,-4.42857142857143,8.142857142857139,-15.0,-1.57142857142857,-24.571428571428598,5.14285714285714
2021-08-08,LA,2.0,1.0,2.0,1.98462,1.57142857142857,0.0338029297798218,46.30848977142861,-6.71428571428571,9.28571428571428,-12.142857142857098,-5.571428571428571,-24.142857142857103,5.28571428571428
2021-08-15,LA,2.0,1.0,2.0,1.74705,0.5714285714285711,0.0122919744653898,54.25188101428571,-8.714285714285719,7.28571428571429,-16.8571428571429,-8.71428571428571,-23.285714285714306,5.14285714285714
2021-08-22,LA,2.0,1.0,2.0,1.60679,0.7142857142857142,0.0153649680817372,58.474152785714296,-11.285714285714299,4.42857142857143,-17.571428571428598,-12.0,-22.0,5.0
2021-08-29,LA,2.0,1.0,2.0,1.31743,1.285714,0.02765694,60.8935,-32.42857,-8.285714,-34.42857,-15.14286,-43.42857,2.714286
2021-09-05,LA,2.0,1.0,2.0,1.14261,0.2857143,0.006145987,63.18704,-23.14286,-1.857143,-20.28571,-15.42857,-43.85714,1.714286
2021-09-12,LA,2.0,1.0,2.0,0.94621,0.4285714,0.009218981,63.18744,-14.0,1.714286,-21.71429,-15.42857,-28.28571,4.0
2021-09-19,LA,2.0,1.0,2.0,0.89535,0.4285714,0.009218981,63.488580000000006,-9.0,3.0,-14.71429,-13.42857,-23.28571,3.285714
2021-09-26,LA,2.0,2.0,2.0,0.8914540000000001,1.4285709999999998,0.03072994,63.49521,-8.714286,3.285714,-8.857142999999997,-11.71429,-20.28571,3.0
2021-10-03,LA,2.0,2.0,2.0,1.1269,0.5714286,0.01229197,63.42864,-3.857143,6.714286,-10.14286,-8.571429,-19.57143,2.571429
2021-10-10,LA,2.0,2.0,2.0,0.984992,1.714286,0.03687592,61.03769000000001,-5.0,6.142857,0.4285714,-5.0,-20.85714,2.571429
2021-10-17,LA,2.0,2.0,2.0,0.8942950000000001,1.714286,0.03687592,60.50375,-3.285714,6.0,-1.142857,-5.857143,-19.71429,2.142857
2021-10-24,LA,2.0,2.0,2.0,0.924127,0.5714286,0.01229197,60.83512,-5.0,4.428571,-4.428571,-6.285714,-18.85714,2.857143
2021-10-31,LA,2.0,2.0,2.0,1.10511,0.7142857,0.01536497,59.54855,-1.285714,7.714286,-1.0,-3.857143,-18.28571,2.0
2021-11-07,LA,2.0,2.0,2.0,1.31235,1.0,0.02151096,57.47063000000001,-3.428571,5.571429,-6.571428999999998,-5.428571,-17.42857,2.571429
2021-11-14,LA,2.0,2.0,2.0,1.34101,0.2857143,0.006145987,57.02703,-2.571429,5.714286,-8.0,-4.142857,-18.57143,2.857143
2021-11-21,LA,2.0,2.0,2.0,1.64779,0.2857143,0.006145987,55.73978,1.5714290000000002,13.42857,-8.285714,2.285714,-22.42857,3.0
2021-11-28,LA,1.0,2.0,2.0,1.81709,1.714286,0.03687592,56.51659,-15.42857,-3.142857,-16.0,-6.285714,-33.285709999999995,6.857142999999999
2021-12-05,LA,1.0,2.0,2.0,2.07024,3.714286,0.07989783,58.45053000000001,-3.285714,6.428571,-14.28571,-6.142857,-15.71429,3.0
2021-12-12,LA,1.0,2.0,2.0,2.43575,4.428571,0.0952628,59.31209000000001,-1.857143,6.857142999999999,-15.57143,-4.714286,-13.85714,2.571429
2021-12-19,LA,1.0,2.0,2.0,3.72434,5.428571,0.1167738,59.31486999999999,4.0,11.85714,-20.85714,0.7142857,-19.14286,3.428571
2021-12-26,LA,2.0,1.0,2.0,4.23887,7.714286,0.16594170000000005,62.46077,-14.0,2.857143,-13.42857,-11.28571,-43.0,8.714286
2022-01-09,LA,2.0,1.0,2.0,2.71526,2.571429,0.05531389,68.29293,-15.14286,0.7142857,-27.14286,-13.57143,-19.57143,7.0
2022-01-16,LA,2.0,1.0,2.0,2.1145400000000003,1.0,0.02151096,70.5993,-15.28571,-1.285714,-21.0,-14.0,-22.85714,6.857142999999999
2022-01-23,LA,2.0,1.0,2.0,1.50911,1.714286,0.03687592,71.44436,-17.42857,-5.0,-32.57143,-17.71429,-19.42857,7.285714
2022-01-30,LA,2.0,1.0,2.0,1.29536,3.0,0.06453287,71.85143000000002,-11.0,-0.7142857,-19.57143,-11.28571,-15.57143,4.285714
2022-02-06,LA,2.0,1.0,2.0,1.10838,2.142857,0.0460949,69.4419,-10.57143,0.5714286,-20.71429,-11.0,-15.85714,4.857143
2022-02-13,LA,2.0,1.0,2.0,1.31934,4.142857,0.08911681,66.39231,-6.857142999999999,5.428571,-5.714286,-5.857143,-14.57143,2.857143
2022-02-20,LA,2.0,1.0,2.0,1.17153,6.142857,0.13213870000000005,62.18121,-5.714286,1.0,-3.142857,-1.4285709999999998,-15.14286,3.285714
2022-02-27,LA,2.0,1.0,2.0,1.39605,4.428571,0.0952628,58.73456,-1.714286,2.714286,2.142857,5.285714,-22.85714,3.285714
2022-03-06,LA,2.0,1.0,2.0,1.53429,5.714286,0.1229197,52.50573000000001,-6.142857,1.285714,-0.4285714,-2.428571,-14.57143,2.428571
2022-03-13,LA,2.0,1.0,2.0,1.35716,4.0,0.08604382,46.55778,-5.857143,-0.8571429,5.0,-1.285714,-13.14286,3.0
2022-03-20,LA,2.0,0.0,2.0,1.47595,7.142857000000001,0.1536497,42.48889000000001,-6.857142999999999,-0.8571429,14.85714,-3.142857,-14.85714,3.142857
2022-03-27,LA,2.0,0.0,2.0,1.33511,6.571428999999998,0.14135770000000006,38.83957,-7.285714,-1.0,16.14286,-5.285714,-13.71429,2.285714
2022-04-03,LA,2.0,0.0,2.0,1.41949,4.857143,0.1044818,37.5379,-3.857143,2.428571,16.57143,-4.714286,-11.85714,1.285714
2022-04-10,LA,2.0,0.0,2.0,1.23791,5.571429,0.1198468,35.47705,-4.857143,2.428571,16.85714,-3.285714,-13.0,1.714286
2022-04-17,LA,2.0,0.0,2.0,1.3121200000000002,6.428571,0.1382847,34.80917,-9.428571,0.8571429,15.14286,-6.0,-24.42857,3.142857
2022-04-24,LA,2.0,0.0,1.0,1.20429,2.571429,0.05531389,34.697540000000004,-5.571429,1.4285709999999998,23.28571,-1.5714290000000002,-13.42857,1.5714290000000002
2022-05-01,LA,2.0,0.0,1.0,1.24924,3.428571,0.07375185,33.89897,-2.571429,4.428571,17.28571,-2.714286,-12.57143,1.285714
2022-05-08,LA,2.0,0.0,1.0,1.42075,3.571429,0.07682484,32.73175,-2.714286,7.0,13.28571,-3.0,-13.85714,0.5714286
2022-05-15,LA,2.0,0.0,1.0,1.45344,3.142857,0.06760586,33.968270000000004,-5.714286,2.714286,12.42857,-3.428571,-14.71429,1.5714290000000002
2022-05-22,LA,2.0,0.0,1.0,1.32293,1.0,0.02151096,34.13048,-7.571428999999998,-0.1428571,1.142857,-4.571429,-17.57143,3.0
2022-05-29,LA,2.0,0.0,1.0,1.38204,2.428571,0.05224089,33.44654,-8.285714,1.142857,16.28571,-4.0,-26.14286,3.857143
2022-06-05,LA,2.0,0.0,1.0,1.21119,2.285714,0.0491679,31.878840000000004,-8.428571,2.428571,8.857142999999997,-2.857143,-20.14286,2.714286
2022-06-12,LA,2.0,0.0,1.0,1.21175,2.714286,0.05838688,30.18852,-9.857143,-0.1428571,4.571429,-3.571429,-20.42857,3.571429
2022-06-19,LA,2.0,0.0,1.0,1.23865,1.714286,0.03687592,29.55143,-10.14286,1.142857,3.142857,-4.0,-22.85714,3.714286
2022-06-26,LA,2.0,0.0,1.0,1.29729,0.7142857,0.01536497,22.16359,-11.14286,-1.857143,-1.857143,-2.857143,-21.14286,4.285714
2020-03-15,ME,0.0,0.0,0.0,6.69977,,,37.81242060097001,-7.428571428571429,18.5714285714286,13.4285714285714,-8.285714285714281,-9.14285714285714,5.14285714285714
2020-03-22,ME,1.0,2.0,0.0,2.8158,,,79.76298617740323,-38.8571428571429,-8.142857142857139,11.714285714285701,-36.8571428571429,-33.1428571428571,14.142857142857098
2020-03-29,ME,1.0,3.0,0.0,2.10323,,,100.0,-42.4285714285714,-14.0,9.85714285714286,-47.8571428571429,-39.5714285714286,15.5714285714286
2020-04-05,ME,1.0,3.0,0.0,1.00185,,,100.0,-48.428571428571395,-20.8571428571429,8.0,-54.28571428571429,-43.0,17.428571428571402
2020-04-12,ME,1.0,3.0,1.0,0.912365,,,100.0,-46.8571428571429,-19.7142857142857,-3.0,-52.28571428571429,-45.28571428571429,15.4285714285714
2020-04-19,ME,1.0,3.0,1.0,0.671141,,,100.0,-37.2857142857143,-14.5714285714286,22.0,-48.1428571428571,-40.8571428571429,15.714285714285701
2020-04-26,ME,1.0,3.0,1.0,0.625768,,,100.0,-35.1428571428571,-11.5714285714286,35.1428571428571,-45.8571428571429,-39.2857142857143,13.857142857142902
2020-05-03,ME,1.0,3.0,1.0,0.589696,,,100.0,-28.285714285714306,-6.142857142857139,45.428571428571395,-39.4285714285714,-35.8571428571429,13.0
2020-05-10,ME,1.0,3.0,2.0,0.561632,,,100.0,-26.571428571428598,-3.14285714285714,46.28571428571429,-37.8571428571429,-34.1428571428571,12.4285714285714
2020-05-17,ME,1.0,3.0,2.0,0.465074,,,100.0,-20.4285714285714,-0.5714285714285721,103.142857142857,-29.857142857142897,-31.571428571428598,10.1428571428571
2020-05-24,ME,1.0,3.0,2.0,0.392017,,,100.0,-16.571428571428598,4.142857142857141,159.857142857143,-24.0,-35.7142857142857,9.285714285714286
2020-05-31,ME,1.0,3.0,2.0,0.350939,,,100.0,-13.142857142857098,4.71428571428571,121.142857142857,-20.5714285714286,-25.428571428571402,8.428571428571429
2020-06-07,ME,1.0,3.0,2.0,0.313719,,,94.52965317247569,-9.0,6.28571428571428,147.142857142857,-13.857142857142902,-24.857142857142897,7.0
2020-06-14,ME,1.0,3.0,2.0,0.312793,,,85.11615682941866,-5.14285714285714,9.285714285714286,180.85714285714297,-4.71428571428571,-23.0,5.857142857142861
2020-06-21,ME,1.0,3.0,2.0,0.381308,,,77.11109403947708,0.7142857142857142,11.285714285714299,225.714285714286,5.0,-24.714285714285694,4.42857142857143
2020-06-28,ME,1.0,3.0,2.0,0.427723,,,73.09404512037099,1.42857142857143,9.28571428571428,191.285714285714,7.857142857142861,-24.428571428571402,5.71428571428571
2020-07-05,ME,1.0,3.0,2.0,0.303996,0.0,0.0,84.65259525093313,5.857142857142861,15.857142857142902,289.857142857143,12.142857142857098,-32.0,4.71428571428571
2020-07-12,ME,1.0,3.0,2.0,0.401138,0.0,0.0,84.82922919857484,5.0,13.142857142857098,240.57142857142898,7.571428571428571,-24.571428571428598,5.28571428571429
2020-07-19,ME,1.0,3.0,2.0,0.333284,0.0,0.0,75.05125852281213,6.857142857142861,15.5714285714286,284.0,16.428571428571402,-24.0,4.28571428571429
2020-07-26,ME,1.0,3.0,2.0,0.298677,0.0,0.0,73.812940971925,7.71428571428571,15.714285714285701,292.285714285714,17.7142857142857,-23.571428571428598,4.0
2020-08-02,ME,1.0,3.0,2.0,0.484316,0.0,0.0,62.8898910015591,10.4285714285714,17.2857142857143,292.571428571429,25.857142857142897,-24.142857142857103,3.5714285714285694
2020-08-09,ME,1.0,3.0,2.0,0.438344,0.0,0.0,66.06954871080146,10.5714285714286,18.1428571428571,328.857142857143,26.714285714285694,-23.571428571428598,3.4285714285714306
2020-08-16,ME,1.0,3.0,2.0,0.38768,0.0,0.0,67.78861763296453,10.7142857142857,16.8571428571429,170.142857142857,14.4285714285714,-23.571428571428598,3.85714285714286
2020-08-23,ME,1.0,3.0,2.0,0.414365,0.0,0.0,65.46969767467502,10.0,14.0,170.142857142857,14.4285714285714,-22.142857142857103,4.0
2020-08-30,ME,1.0,3.0,2.0,0.4638640000000001,0.0,0.0,61.14333424446661,7.71428571428571,10.857142857142902,170.142857142857,14.4285714285714,-21.571428571428598,4.142857142857141
2020-09-06,ME,1.0,2.0,2.0,0.639731,0.0,0.0,60.52726159926987,10.7142857142857,15.0,170.142857142857,14.4285714285714,-27.285714285714306,3.4285714285714306
2020-09-13,ME,1.0,2.0,2.0,0.4810180000000001,0.0,0.0,42.47912202636055,4.57142857142857,11.714285714285701,170.142857142857,14.4285714285714,-18.7142857142857,1.7142857142857095
2020-09-20,ME,1.0,1.0,2.0,0.599645,0.0,0.0,40.235868121650086,2.57142857142857,8.85714285714286,170.142857142857,14.4285714285714,-18.2857142857143,3.28571428571429
2020-09-27,ME,1.0,1.0,2.0,0.515914,0.0,0.0,45.24349570162242,0.5714285714285711,7.71428571428571,149.428571428571,8.571428571428571,-16.8571428571429,3.5714285714285694
2020-10-04,ME,1.0,1.0,2.0,0.6307619999999999,0.0,0.0,42.16395263138549,1.0,9.571428571428571,131.428571428571,8.285714285714281,-17.0,2.85714285714286
2020-10-11,ME,1.0,1.0,2.0,0.501782,0.0,0.0,37.69968382636605,1.57142857142857,10.1428571428571,149.571428571429,17.571428571428598,-19.1428571428571,4.57142857142857
2020-10-18,ME,1.0,1.0,2.0,0.607947,0.0,0.0,41.28706908777492,-5.571428571428571,4.57142857142857,83.71428571428571,4.28571428571428,-16.571428571428598,5.14285714285714
2020-10-25,ME,1.0,1.0,2.0,0.592571,0.0,0.0,43.95142355566346,-6.571428571428571,3.85714285714286,74.0,0.14285714285714302,-15.857142857142902,4.85714285714286
2020-11-01,ME,1.0,1.0,2.0,0.627554,0.0,0.0,55.38488999899099,-9.428571428571429,2.42857142857143,36.0,-10.2857142857143,-17.7142857142857,5.571428571428571
2020-11-08,ME,1.0,1.0,3.0,0.7908609999999999,0.0,0.0,68.73828210419069,-9.0,1.28571428571429,71.0,-9.85714285714286,-18.8571428571429,5.857142857142861
2020-11-15,ME,1.0,1.0,3.0,0.527215,0.0,0.0,69.80260737977716,-14.857142857142902,0.14285714285714302,26.0,-15.714285714285701,-18.4285714285714,7.0
2020-11-22,ME,1.0,1.0,3.0,0.6004619999999999,0.0,0.0,74.91536186304623,-13.714285714285701,7.142857142857139,16.8571428571429,-13.857142857142902,-20.4285714285714,7.71428571428571
2020-11-29,ME,1.0,1.0,3.0,0.477042,0.0,0.0,78.90170335319726,-26.285714285714306,-14.0,14.0,-24.714285714285694,-33.5714285714286,11.0
2020-12-06,ME,1.0,1.0,3.0,0.453317,0.0,0.0,77.01794513697894,-16.571428571428598,-2.42857142857143,3.5714285714285694,-22.0,-21.0,7.71428571428571
2020-12-13,ME,1.0,1.0,3.0,0.464165,0.0,0.0,82.2145190547044,-12.285714285714299,2.71428571428571,1.57142857142857,-19.4285714285714,-19.7142857142857,8.0
