"","region_type","region","year","week","weighted_ili","unweighted_ili","age_0_4","age_25_49","age_25_64","age_5_24","age_50_64","age_65","ilitotal","num_of_providers","total_patients","week_start"
"2496","States","Maryland",2020,33,NA,0.918755,NA,NA,NA,NA,NA,NA,331,54,36027,2020-08-09
"2497","States","Massachusetts",2020,33,NA,0.777208,NA,NA,NA,NA,NA,NA,317,58,40787,2020-08-09
"2498","States","Michigan",2020,33,NA,0.362996,NA,NA,NA,NA,NA,NA,68,65,18733,2020-08-09
"2499","States","Minnesota",2020,33,NA,0.797989,NA,NA,NA,NA,NA,NA,73,20,9148,2020-08-09
"2500","States","Mississippi",2020,33,NA,1.8112,NA,NA,NA,NA,NA,NA,151,32,8337,2020-08-09
"2501","States","Missouri",2020,33,NA,0.918179,NA,NA,NA,NA,NA,NA,259,59,28208,2020-08-09
"2502","States","Montana",2020,33,NA,0.646831,NA,NA,NA,NA,NA,NA,40,30,6184,2020-08-09
"2503","States","Nebraska",2020,33,NA,1.05541,NA,NA,NA,NA,NA,NA,100,62,9475,2020-08-09
"2504","States","Nevada",2020,33,NA,0.54582,NA,NA,NA,NA,NA,NA,38,23,6962,2020-08-09
"2505","States","New Hampshire",2020,33,NA,0.155642,NA,NA,NA,NA,NA,NA,2,11,1285,2020-08-09
"2506","States","New Jersey",2020,33,NA,1.45083,NA,NA,NA,NA,NA,NA,351,33,24193,2020-08-09
"2507","States","New Mexico",2020,33,NA,0.786144,NA,NA,NA,NA,NA,NA,128,39,16282,2020-08-09
"2508","States","New York",2020,33,NA,0.52421,NA,NA,NA,NA,NA,NA,228,122,43494,2020-08-09
"2509","States","North Carolina",2020,33,NA,0.686085,NA,NA,NA,NA,NA,NA,562,135,81914,2020-08-09
"2510","States","North Dakota",2020,33,NA,0.865225,NA,NA,NA,NA,NA,NA,26,10,3005,2020-08-09
"2511","States","Ohio",2020,33,NA,0.522583,NA,NA,NA,NA,NA,NA,42,28,8037,2020-08-09
"2512","States","Oklahoma",2020,33,NA,0.281558,NA,NA,NA,NA,NA,NA,12,16,4262,2020-08-09
"2513","States","Oregon",2020,33,NA,0.733205,NA,NA,NA,NA,NA,NA,271,92,36961,2020-08-09
"2514","States","Pennsylvania",2020,33,NA,0.739845,NA,NA,NA,NA,NA,NA,416,119,56228,2020-08-09
"2515","States","Rhode Island",2020,33,NA,0.383325,NA,NA,NA,NA,NA,NA,40,19,10435,2020-08-09
"2516","States","South Carolina",2020,33,NA,1.44525,NA,NA,NA,NA,NA,NA,130,24,8995,2020-08-09
"2517","States","South Dakota",2020,33,NA,0.308302,NA,NA,NA,NA,NA,NA,28,31,9082,2020-08-09
"2518","States","Tennessee",2020,33,NA,1.17415,NA,NA,NA,NA,NA,NA,387,71,32960,2020-08-09
"2519","States","Texas",2020,33,NA,1.13144,NA,NA,NA,NA,NA,NA,180,79,15909,2020-08-09
"2520","States","Utah",2020,33,NA,1.02206,NA,NA,NA,NA,NA,NA,101,34,9882,2020-08-09
"2521","States","Vermont",2020,33,NA,0.577717,NA,NA,NA,NA,NA,NA,21,12,3635,2020-08-09
"2522","States","Virginia",2020,33,NA,0.775992,NA,NA,NA,NA,NA,NA,648,161,83506,2020-08-09
"2523","States","Washington",2020,33,NA,0.566721,NA,NA,NA,NA,NA,NA,97,45,17116,2020-08-09
"2524","States","West Virginia",2020,33,NA,0.810942,NA,NA,NA,NA,NA,NA,67,20,8262,2020-08-09
"2525","States","Wisconsin",2020,33,NA,0.618767,NA,NA,NA,NA,NA,NA,103,36,16646,2020-08-09
"2526","States","Wyoming",2020,33,NA,0.18018,NA,NA,NA,NA,NA,NA,4,10,2220,2020-08-09
"2527","States","Commonwealth of the Northern Mariana Islands",2020,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-09
"2528","States","Puerto Rico",2020,33,NA,4.47046,NA,NA,NA,NA,NA,NA,84,8,1879,2020-08-09
"2529","States","Virgin Islands",2020,33,NA,0,NA,NA,NA,NA,NA,NA,0,1,256,2020-08-09
"2530","States","New York City",2020,33,NA,0.858983,NA,NA,NA,NA,NA,NA,643,70,74856,2020-08-09
"2531","States","Alabama",2020,34,NA,0.93915,NA,NA,NA,NA,NA,NA,338,92,35990,2020-08-16
"2532","States","Alaska",2020,34,NA,1.05932,NA,NA,NA,NA,NA,NA,5,2,472,2020-08-16
"2533","States","Arizona",2020,34,NA,0.37342,NA,NA,NA,NA,NA,NA,39,25,10444,2020-08-16
"2534","States","Arkansas",2020,34,NA,0.772992,NA,NA,NA,NA,NA,NA,117,51,15136,2020-08-16
"2535","States","California",2020,34,NA,0.798982,NA,NA,NA,NA,NA,NA,427,98,53443,2020-08-16
"2536","States","Colorado",2020,34,NA,0.571834,NA,NA,NA,NA,NA,NA,145,66,25357,2020-08-16
"2537","States","Connecticut",2020,34,NA,0.586317,NA,NA,NA,NA,NA,NA,196,71,33429,2020-08-16
"2538","States","Delaware",2020,34,NA,0.552351,NA,NA,NA,NA,NA,NA,45,14,8147,2020-08-16
"2539","States","District of Columbia",2020,34,NA,0.670827,NA,NA,NA,NA,NA,NA,86,4,12820,2020-08-16
"2540","States","Florida",2020,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-16
"2541","States","Georgia",2020,34,NA,2.04194,NA,NA,NA,NA,NA,NA,1263,90,61853,2020-08-16
"2542","States","Hawaii",2020,34,NA,0.487013,NA,NA,NA,NA,NA,NA,15,23,3080,2020-08-16
"2543","States","Idaho",2020,34,NA,1.10454,NA,NA,NA,NA,NA,NA,99,32,8963,2020-08-16
"2544","States","Illinois",2020,34,NA,0.89657,NA,NA,NA,NA,NA,NA,567,172,63241,2020-08-16
"2545","States","Indiana",2020,34,NA,2.80374,NA,NA,NA,NA,NA,NA,63,15,2247,2020-08-16
"2546","States","Iowa",2020,34,NA,1.26992,NA,NA,NA,NA,NA,NA,51,13,4016,2020-08-16
"2547","States","Kansas",2020,34,NA,0.960329,NA,NA,NA,NA,NA,NA,84,19,8747,2020-08-16
"2548","States","Kentucky",2020,34,NA,0.763803,NA,NA,NA,NA,NA,NA,223,79,29196,2020-08-16
"2549","States","Louisiana",2020,34,NA,2.55768,NA,NA,NA,NA,NA,NA,909,91,35540,2020-08-16
"2550","States","Maine",2020,34,NA,0.38768,NA,NA,NA,NA,NA,NA,54,50,13929,2020-08-16
"2551","States","Maryland",2020,34,NA,1.05699,NA,NA,NA,NA,NA,NA,373,52,35289,2020-08-16
"2552","States","Massachusetts",2020,34,NA,0.759364,NA,NA,NA,NA,NA,NA,312,57,41087,2020-08-16
"2553","States","Michigan",2020,34,NA,0.350859,NA,NA,NA,NA,NA,NA,66,65,18811,2020-08-16
"2554","States","Minnesota",2020,34,NA,0.586214,NA,NA,NA,NA,NA,NA,58,22,9894,2020-08-16
"2555","States","Mississippi",2020,34,NA,1.60384,NA,NA,NA,NA,NA,NA,177,34,11036,2020-08-16
"2556","States","Missouri",2020,34,NA,0.659498,NA,NA,NA,NA,NA,NA,184,59,27900,2020-08-16
"2557","States","Montana",2020,34,NA,0.567077,NA,NA,NA,NA,NA,NA,35,30,6172,2020-08-16
"2558","States","Nebraska",2020,34,NA,0.952803,NA,NA,NA,NA,NA,NA,86,61,9026,2020-08-16
"2559","States","Nevada",2020,34,NA,0.548275,NA,NA,NA,NA,NA,NA,41,23,7478,2020-08-16
"2560","States","New Hampshire",2020,34,NA,0.0713776,NA,NA,NA,NA,NA,NA,1,10,1401,2020-08-16
"2561","States","New Jersey",2020,34,NA,1.34956,NA,NA,NA,NA,NA,NA,316,33,23415,2020-08-16
"2562","States","New Mexico",2020,34,NA,0.765779,NA,NA,NA,NA,NA,NA,128,38,16715,2020-08-16
"2563","States","New York",2020,34,NA,0.739927,NA,NA,NA,NA,NA,NA,330,122,44599,2020-08-16
"2564","States","North Carolina",2020,34,NA,0.674559,NA,NA,NA,NA,NA,NA,559,134,82869,2020-08-16
"2565","States","North Dakota",2020,34,NA,0.859873,NA,NA,NA,NA,NA,NA,27,10,3140,2020-08-16
"2566","States","Ohio",2020,34,NA,0.330877,NA,NA,NA,NA,NA,NA,22,22,6649,2020-08-16
"2567","States","Oklahoma",2020,34,NA,0.262467,NA,NA,NA,NA,NA,NA,9,9,3429,2020-08-16
"2568","States","Oregon",2020,34,NA,0.743515,NA,NA,NA,NA,NA,NA,268,92,36045,2020-08-16
"2569","States","Pennsylvania",2020,34,NA,0.67521,NA,NA,NA,NA,NA,NA,372,118,55094,2020-08-16
"2570","States","Rhode Island",2020,34,NA,0.503704,NA,NA,NA,NA,NA,NA,51,19,10125,2020-08-16
"2571","States","South Carolina",2020,34,NA,1.47321,NA,NA,NA,NA,NA,NA,132,24,8960,2020-08-16
"2572","States","South Dakota",2020,34,NA,0.307272,NA,NA,NA,NA,NA,NA,27,31,8787,2020-08-16
"2573","States","Tennessee",2020,34,NA,1.14435,NA,NA,NA,NA,NA,NA,376,71,32857,2020-08-16
"2574","States","Texas",2020,34,NA,1.11167,NA,NA,NA,NA,NA,NA,89,30,8006,2020-08-16
"2575","States","Utah",2020,34,NA,0.640597,NA,NA,NA,NA,NA,NA,115,51,17952,2020-08-16
"2576","States","Vermont",2020,34,NA,0.785261,NA,NA,NA,NA,NA,NA,26,12,3311,2020-08-16
"2577","States","Virginia",2020,34,NA,0.801671,NA,NA,NA,NA,NA,NA,668,161,83326,2020-08-16
"2578","States","Washington",2020,34,NA,0.589053,NA,NA,NA,NA,NA,NA,106,45,17995,2020-08-16
"2579","States","West Virginia",2020,34,NA,0.990572,NA,NA,NA,NA,NA,NA,83,19,8379,2020-08-16
"2580","States","Wisconsin",2020,34,NA,0.65438,NA,NA,NA,NA,NA,NA,109,36,16657,2020-08-16
"2581","States","Wyoming",2020,34,NA,0.127334,NA,NA,NA,NA,NA,NA,3,11,2356,2020-08-16
"2582","States","Commonwealth of the Northern Mariana Islands",2020,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-16
"2583","States","Puerto Rico",2020,34,NA,4.87805,NA,NA,NA,NA,NA,NA,82,7,1681,2020-08-16
"2584","States","Virgin Islands",2020,34,NA,0,NA,NA,NA,NA,NA,NA,0,1,246,2020-08-16
"2585","States","New York City",2020,34,NA,0.883883,NA,NA,NA,NA,NA,NA,656,65,74218,2020-08-16
"2586","States","Alabama",2020,35,NA,0.93497,NA,NA,NA,NA,NA,NA,336,92,35937,2020-08-23
"2587","States","Alaska",2020,35,NA,0.423729,NA,NA,NA,NA,NA,NA,2,2,472,2020-08-23
"2588","States","Arizona",2020,35,NA,0.371818,NA,NA,NA,NA,NA,NA,39,25,10489,2020-08-23
"2589","States","Arkansas",2020,35,NA,1.03863,NA,NA,NA,NA,NA,NA,157,51,15116,2020-08-23
"2590","States","California",2020,35,NA,0.810917,NA,NA,NA,NA,NA,NA,435,99,53643,2020-08-23
"2591","States","Colorado",2020,35,NA,0.524618,NA,NA,NA,NA,NA,NA,135,67,25733,2020-08-23
"2592","States","Connecticut",2020,35,NA,0.727926,NA,NA,NA,NA,NA,NA,247,72,33932,2020-08-23
"2593","States","Delaware",2020,35,NA,0.608865,NA,NA,NA,NA,NA,NA,50,14,8212,2020-08-23
"2594","States","District of Columbia",2020,35,NA,0.716355,NA,NA,NA,NA,NA,NA,89,4,12424,2020-08-23
"2595","States","Florida",2020,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-23
"2596","States","Georgia",2020,35,NA,1.89126,NA,NA,NA,NA,NA,NA,1198,93,63344,2020-08-23
"2597","States","Hawaii",2020,35,NA,0.794326,NA,NA,NA,NA,NA,NA,28,24,3525,2020-08-23
"2598","States","Idaho",2020,35,NA,0.818019,NA,NA,NA,NA,NA,NA,73,32,8924,2020-08-23
"2599","States","Illinois",2020,35,NA,0.776458,NA,NA,NA,NA,NA,NA,500,171,64395,2020-08-23
"2600","States","Indiana",2020,35,NA,1.74486,NA,NA,NA,NA,NA,NA,45,15,2579,2020-08-23
"2601","States","Iowa",2020,35,NA,10.8216,NA,NA,NA,NA,NA,NA,598,13,5526,2020-08-23
"2602","States","Kansas",2020,35,NA,1.19808,NA,NA,NA,NA,NA,NA,105,20,8764,2020-08-23
"2603","States","Kentucky",2020,35,NA,0.93413,NA,NA,NA,NA,NA,NA,272,79,29118,2020-08-23
"2604","States","Louisiana",2020,35,NA,2.13185,NA,NA,NA,NA,NA,NA,671,92,31475,2020-08-23
"2605","States","Maine",2020,35,NA,0.414365,NA,NA,NA,NA,NA,NA,57,50,13756,2020-08-23
"2606","States","Maryland",2020,35,NA,0.99294,NA,NA,NA,NA,NA,NA,346,52,34846,2020-08-23
"2607","States","Massachusetts",2020,35,NA,0.696873,NA,NA,NA,NA,NA,NA,287,58,41184,2020-08-23
"2608","States","Michigan",2020,35,NA,0.347564,NA,NA,NA,NA,NA,NA,67,67,19277,2020-08-23
"2609","States","Minnesota",2020,35,NA,0.809157,NA,NA,NA,NA,NA,NA,82,22,10134,2020-08-23
"2610","States","Mississippi",2020,35,NA,1.50532,NA,NA,NA,NA,NA,NA,123,25,8171,2020-08-23
"2611","States","Missouri",2020,35,NA,0.866858,NA,NA,NA,NA,NA,NA,245,58,28263,2020-08-23
"2612","States","Montana",2020,35,NA,0.533156,NA,NA,NA,NA,NA,NA,32,30,6002,2020-08-23
"2613","States","Nebraska",2020,35,NA,1.0317,NA,NA,NA,NA,NA,NA,97,61,9402,2020-08-23
"2614","States","Nevada",2020,35,NA,0.452562,NA,NA,NA,NA,NA,NA,28,18,6187,2020-08-23
"2615","States","New Hampshire",2020,35,NA,0.193798,NA,NA,NA,NA,NA,NA,3,10,1548,2020-08-23
"2616","States","New Jersey",2020,35,NA,1.2799,NA,NA,NA,NA,NA,NA,305,33,23830,2020-08-23
"2617","States","New Mexico",2020,35,NA,0.658777,NA,NA,NA,NA,NA,NA,113,39,17153,2020-08-23
"2618","States","New York",2020,35,NA,0.724231,NA,NA,NA,NA,NA,NA,323,121,44599,2020-08-23
"2619","States","North Carolina",2020,35,NA,0.754712,NA,NA,NA,NA,NA,NA,629,135,83343,2020-08-23
"2620","States","North Dakota",2020,35,NA,0.854139,NA,NA,NA,NA,NA,NA,26,10,3044,2020-08-23
"2621","States","Ohio",2020,35,NA,0.633323,NA,NA,NA,NA,NA,NA,39,20,6158,2020-08-23
"2622","States","Oklahoma",2020,35,NA,0.716538,NA,NA,NA,NA,NA,NA,25,9,3489,2020-08-23
"2623","States","Oregon",2020,35,NA,0.794804,NA,NA,NA,NA,NA,NA,279,92,35103,2020-08-23
"2624","States","Pennsylvania",2020,35,NA,0.715812,NA,NA,NA,NA,NA,NA,402,119,56160,2020-08-23
"2625","States","Rhode Island",2020,35,NA,0.289046,NA,NA,NA,NA,NA,NA,29,22,10033,2020-08-23
"2626","States","South Carolina",2020,35,NA,1.45467,NA,NA,NA,NA,NA,NA,129,22,8868,2020-08-23
"2627","States","South Dakota",2020,35,NA,0.413408,NA,NA,NA,NA,NA,NA,37,31,8950,2020-08-23
"2628","States","Tennessee",2020,35,NA,1.20195,NA,NA,NA,NA,NA,NA,404,71,33612,2020-08-23
"2629","States","Texas",2020,35,NA,0.811312,NA,NA,NA,NA,NA,NA,70,65,8628,2020-08-23
"2630","States","Utah",2020,35,NA,0.597163,NA,NA,NA,NA,NA,NA,120,51,20095,2020-08-23
"2631","States","Vermont",2020,35,NA,0.627549,NA,NA,NA,NA,NA,NA,20,12,3187,2020-08-23
"2632","States","Virginia",2020,35,NA,0.779704,NA,NA,NA,NA,NA,NA,654,161,83878,2020-08-23
"2633","States","Washington",2020,35,NA,0.430132,NA,NA,NA,NA,NA,NA,76,44,17669,2020-08-23
"2634","States","West Virginia",2020,35,NA,0.592554,NA,NA,NA,NA,NA,NA,46,19,7763,2020-08-23
"2635","States","Wisconsin",2020,35,NA,0.622084,NA,NA,NA,NA,NA,NA,108,38,17361,2020-08-23
"2636","States","Wyoming",2020,35,NA,0.267857,NA,NA,NA,NA,NA,NA,6,11,2240,2020-08-23
"2637","States","Commonwealth of the Northern Mariana Islands",2020,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-23
"2638","States","Puerto Rico",2020,35,NA,3.4017,NA,NA,NA,NA,NA,NA,68,8,1999,2020-08-23
"2639","States","Virgin Islands",2020,35,NA,0,NA,NA,NA,NA,NA,NA,0,1,249,2020-08-23
"2640","States","New York City",2020,35,NA,0.895276,NA,NA,NA,NA,NA,NA,684,69,76401,2020-08-23
"2641","States","Alabama",2020,36,NA,1.04627,NA,NA,NA,NA,NA,NA,372,92,35555,2020-08-30
"2642","States","Alaska",2020,36,NA,0.420168,NA,NA,NA,NA,NA,NA,2,2,476,2020-08-30
"2643","States","Arizona",2020,36,NA,0.384874,NA,NA,NA,NA,NA,NA,40,25,10393,2020-08-30
"2644","States","Arkansas",2020,36,NA,0.882372,NA,NA,NA,NA,NA,NA,133,51,15073,2020-08-30
"2645","States","California",2020,36,NA,0.799791,NA,NA,NA,NA,NA,NA,429,99,53639,2020-08-30
"2646","States","Colorado",2020,36,NA,0.532227,NA,NA,NA,NA,NA,NA,136,66,25553,2020-08-30
"2647","States","Connecticut",2020,36,NA,0.584327,NA,NA,NA,NA,NA,NA,197,71,33714,2020-08-30
"2648","States","Delaware",2020,36,NA,0.603051,NA,NA,NA,NA,NA,NA,51,14,8457,2020-08-30
"2649","States","District of Columbia",2020,36,NA,0.999839,NA,NA,NA,NA,NA,NA,124,4,12402,2020-08-30
"2650","States","Florida",2020,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-30
"2651","States","Georgia",2020,36,NA,1.79325,NA,NA,NA,NA,NA,NA,1117,93,62289,2020-08-30
"2652","States","Hawaii",2020,36,NA,0.289735,NA,NA,NA,NA,NA,NA,7,22,2416,2020-08-30
"2653","States","Idaho",2020,36,NA,1.09979,NA,NA,NA,NA,NA,NA,95,32,8638,2020-08-30
"2654","States","Illinois",2020,36,NA,0.68782,NA,NA,NA,NA,NA,NA,429,172,62371,2020-08-30
"2655","States","Indiana",2020,36,NA,1.45513,NA,NA,NA,NA,NA,NA,36,17,2474,2020-08-30
"2656","States","Iowa",2020,36,NA,6.03922,NA,NA,NA,NA,NA,NA,308,13,5100,2020-08-30
"2657","States","Kansas",2020,36,NA,0.866418,NA,NA,NA,NA,NA,NA,79,20,9118,2020-08-30
"2658","States","Kentucky",2020,36,NA,0.86251,NA,NA,NA,NA,NA,NA,253,79,29333,2020-08-30
"2659","States","Louisiana",2020,36,NA,1.92472,NA,NA,NA,NA,NA,NA,655,83,34031,2020-08-30
"2660","States","Maine",2020,36,NA,0.463864,NA,NA,NA,NA,NA,NA,62,50,13366,2020-08-30
"2661","States","Maryland",2020,36,NA,0.876059,NA,NA,NA,NA,NA,NA,305,52,34815,2020-08-30
"2662","States","Massachusetts",2020,36,NA,0.691485,NA,NA,NA,NA,NA,NA,284,59,41071,2020-08-30
"2663","States","Michigan",2020,36,NA,0.272964,NA,NA,NA,NA,NA,NA,43,66,15753,2020-08-30
"2664","States","Minnesota",2020,36,NA,0.340874,NA,NA,NA,NA,NA,NA,33,21,9681,2020-08-30
"2665","States","Mississippi",2020,36,NA,1.44818,NA,NA,NA,NA,NA,NA,115,27,7941,2020-08-30
"2666","States","Missouri",2020,36,NA,0.957143,NA,NA,NA,NA,NA,NA,268,59,28000,2020-08-30
"2667","States","Montana",2020,36,NA,0.670667,NA,NA,NA,NA,NA,NA,38,30,5666,2020-08-30
"2668","States","Nebraska",2020,36,NA,0.881698,NA,NA,NA,NA,NA,NA,91,69,10321,2020-08-30
"2669","States","Nevada",2020,36,NA,0.676111,NA,NA,NA,NA,NA,NA,21,14,3106,2020-08-30
"2670","States","New Hampshire",2020,36,NA,0.191816,NA,NA,NA,NA,NA,NA,3,11,1564,2020-08-30
"2671","States","New Jersey",2020,36,NA,1.19963,NA,NA,NA,NA,NA,NA,287,32,23924,2020-08-30
"2672","States","New Mexico",2020,36,NA,0.84934,NA,NA,NA,NA,NA,NA,130,40,15306,2020-08-30
"2673","States","New York",2020,36,NA,0.625563,NA,NA,NA,NA,NA,NA,278,123,44440,2020-08-30
"2674","States","North Carolina",2020,36,NA,0.693095,NA,NA,NA,NA,NA,NA,567,134,81807,2020-08-30
"2675","States","North Dakota",2020,36,NA,1.27319,NA,NA,NA,NA,NA,NA,35,10,2749,2020-08-30
"2676","States","Ohio",2020,36,NA,0.375728,NA,NA,NA,NA,NA,NA,20,17,5323,2020-08-30
"2677","States","Oklahoma",2020,36,NA,0.310345,NA,NA,NA,NA,NA,NA,9,7,2900,2020-08-30
"2678","States","Oregon",2020,36,NA,0.787811,NA,NA,NA,NA,NA,NA,273,90,34653,2020-08-30
"2679","States","Pennsylvania",2020,36,NA,0.637379,NA,NA,NA,NA,NA,NA,363,120,56952,2020-08-30
"2680","States","Rhode Island",2020,36,NA,0.442678,NA,NA,NA,NA,NA,NA,49,24,11069,2020-08-30
"2681","States","South Carolina",2020,36,NA,1.33976,NA,NA,NA,NA,NA,NA,125,20,9330,2020-08-30
"2682","States","South Dakota",2020,36,NA,0.537132,NA,NA,NA,NA,NA,NA,46,30,8564,2020-08-30
"2683","States","Tennessee",2020,36,NA,1.36596,NA,NA,NA,NA,NA,NA,451,72,33017,2020-08-30
"2684","States","Texas",2020,36,NA,0.956881,NA,NA,NA,NA,NA,NA,81,30,8465,2020-08-30
"2685","States","Utah",2020,36,NA,0.831419,NA,NA,NA,NA,NA,NA,181,51,21770,2020-08-30
"2686","States","Vermont",2020,36,NA,0.679392,NA,NA,NA,NA,NA,NA,21,12,3091,2020-08-30
"2687","States","Virginia",2020,36,NA,0.711451,NA,NA,NA,NA,NA,NA,606,161,85178,2020-08-30
"2688","States","Washington",2020,36,NA,0.579761,NA,NA,NA,NA,NA,NA,99,44,17076,2020-08-30
"2689","States","West Virginia",2020,36,NA,0.134228,NA,NA,NA,NA,NA,NA,6,18,4470,2020-08-30
"2690","States","Wisconsin",2020,36,NA,0.5997,NA,NA,NA,NA,NA,NA,108,41,18009,2020-08-30
"2691","States","Wyoming",2020,36,NA,0.456853,NA,NA,NA,NA,NA,NA,9,10,1970,2020-08-30
"2692","States","Commonwealth of the Northern Mariana Islands",2020,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-30
"2693","States","Puerto Rico",2020,36,NA,4.24751,NA,NA,NA,NA,NA,NA,81,8,1907,2020-08-30
"2694","States","Virgin Islands",2020,36,NA,0,NA,NA,NA,NA,NA,NA,0,1,229,2020-08-30
"2695","States","New York City",2020,36,NA,0.79162,NA,NA,NA,NA,NA,NA,591,66,74657,2020-08-30
"2696","States","Alabama",2020,37,NA,0.994187,NA,NA,NA,NA,NA,NA,366,92,36814,2020-09-06
"2697","States","Alaska",2020,37,NA,0.851064,NA,NA,NA,NA,NA,NA,4,2,470,2020-09-06
"2698","States","Arizona",2020,37,NA,0.446769,NA,NA,NA,NA,NA,NA,41,25,9177,2020-09-06
"2699","States","Arkansas",2020,37,NA,1.38787,NA,NA,NA,NA,NA,NA,228,51,16428,2020-09-06
"2700","States","California",2020,37,NA,0.846416,NA,NA,NA,NA,NA,NA,427,95,50448,2020-09-06
"2701","States","Colorado",2020,37,NA,0.692057,NA,NA,NA,NA,NA,NA,157,66,22686,2020-09-06
"2702","States","Connecticut",2020,37,NA,0.682927,NA,NA,NA,NA,NA,NA,238,71,34850,2020-09-06
"2703","States","Delaware",2020,37,NA,0.523104,NA,NA,NA,NA,NA,NA,42,14,8029,2020-09-06
"2704","States","District of Columbia",2020,37,NA,0.786296,NA,NA,NA,NA,NA,NA,84,4,10683,2020-09-06
"2705","States","Florida",2020,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-09-06
"2706","States","Georgia",2020,37,NA,1.68315,NA,NA,NA,NA,NA,NA,1062,93,63096,2020-09-06
"2707","States","Hawaii",2020,37,NA,0.600375,NA,NA,NA,NA,NA,NA,16,20,2665,2020-09-06
"2708","States","Idaho",2020,37,NA,1.14041,NA,NA,NA,NA,NA,NA,109,32,9558,2020-09-06
"2709","States","Illinois",2020,37,NA,0.655539,NA,NA,NA,NA,NA,NA,390,171,59493,2020-09-06
"2710","States","Indiana",2020,37,NA,2.43028,NA,NA,NA,NA,NA,NA,61,18,2510,2020-09-06
"2711","States","Iowa",2020,37,NA,3.16594,NA,NA,NA,NA,NA,NA,116,14,3664,2020-09-06
"2712","States","Kansas",2020,37,NA,0.90398,NA,NA,NA,NA,NA,NA,82,19,9071,2020-09-06
"2713","States","Kentucky",2020,37,NA,0.838678,NA,NA,NA,NA,NA,NA,238,76,28378,2020-09-06
"2714","States","Louisiana",2020,37,NA,2.22641,NA,NA,NA,NA,NA,NA,720,83,32339,2020-09-06
"2715","States","Maine",2020,37,NA,0.639731,NA,NA,NA,NA,NA,NA,76,40,11880,2020-09-06
"2716","States","Maryland",2020,37,NA,0.809919,NA,NA,NA,NA,NA,NA,275,52,33954,2020-09-06
"2717","States","Massachusetts",2020,37,NA,0.725985,NA,NA,NA,NA,NA,NA,289,60,39808,2020-09-06
"2718","States","Michigan",2020,37,NA,0.19943,NA,NA,NA,NA,NA,NA,35,63,17550,2020-09-06
"2719","States","Minnesota",2020,37,NA,0.78835,NA,NA,NA,NA,NA,NA,72,22,9133,2020-09-06
"2720","States","Mississippi",2020,37,NA,1.47798,NA,NA,NA,NA,NA,NA,144,33,9743,2020-09-06
"2721","States","Missouri",2020,37,NA,1.11111,NA,NA,NA,NA,NA,NA,319,59,28710,2020-09-06
"2722","States","Montana",2020,37,NA,0.835792,NA,NA,NA,NA,NA,NA,51,30,6102,2020-09-06
"2723","States","Nebraska",2020,37,NA,1.04094,NA,NA,NA,NA,NA,NA,104,69,9991,2020-09-06
"2724","States","Nevada",2020,37,NA,0.393424,NA,NA,NA,NA,NA,NA,28,23,7117,2020-09-06
"2725","States","New Hampshire",2020,37,NA,0.0693481,NA,NA,NA,NA,NA,NA,1,11,1442,2020-09-06
"2726","States","New Jersey",2020,37,NA,1.351,NA,NA,NA,NA,NA,NA,316,33,23390,2020-09-06
"2727","States","New Mexico",2020,37,NA,0.727449,NA,NA,NA,NA,NA,NA,120,40,16496,2020-09-06
"2728","States","New York",2020,37,NA,0.671204,NA,NA,NA,NA,NA,NA,285,124,42461,2020-09-06
"2729","States","North Carolina",2020,37,NA,0.746296,NA,NA,NA,NA,NA,NA,617,134,82675,2020-09-06
"2730","States","North Dakota",2020,37,NA,1.19592,NA,NA,NA,NA,NA,NA,34,10,2843,2020-09-06
"2731","States","Ohio",2020,37,NA,0.486196,NA,NA,NA,NA,NA,NA,28,20,5759,2020-09-06
"2732","States","Oklahoma",2020,37,NA,1.52358,NA,NA,NA,NA,NA,NA,63,13,4135,2020-09-06
"2733","States","Oregon",2020,37,NA,0.784505,NA,NA,NA,NA,NA,NA,258,90,32887,2020-09-06
"2734","States","Pennsylvania",2020,37,NA,0.799972,NA,NA,NA,NA,NA,NA,461,97,57627,2020-09-06
"2735","States","Rhode Island",2020,37,NA,0.387012,NA,NA,NA,NA,NA,NA,41,25,10594,2020-09-06
"2736","States","South Carolina",2020,37,NA,1.25802,NA,NA,NA,NA,NA,NA,100,22,7949,2020-09-06
"2737","States","South Dakota",2020,37,NA,0.557211,NA,NA,NA,NA,NA,NA,43,31,7717,2020-09-06
"2738","States","Tennessee",2020,37,NA,1.18701,NA,NA,NA,NA,NA,NA,399,69,33614,2020-09-06
"2739","States","Texas",2020,37,NA,1.38769,NA,NA,NA,NA,NA,NA,177,43,12755,2020-09-06
"2740","States","Utah",2020,37,NA,0.871504,NA,NA,NA,NA,NA,NA,172,51,19736,2020-09-06
